,u,v,depth
2011-04-25-18-00,3.1000000000000001,0.070000000000000007,62.0
2011-04-25-18-59,1.3500000000000001,-3.5600000000000001,62.0
2011-04-25-20-00,-3.8500000000000001,-2.1699999999999999,62.0
2011-04-25-21-00,-6.1799999999999997,2.2599999999999998,62.0
2011-04-25-21-59,-6.0899999999999999,0.51000000000000001,62.0
2011-04-25-23-00,-2.3199999999999998,-4.5300000000000002,62.0
2011-04-26-00-00,-0.17999999999999999,-0.46999999999999997,62.0
2011-04-26-00-59,0.93000000000000005,0.38,62.0
2011-04-26-02-00,0.76000000000000001,-4.3600000000000003,62.0
2011-04-26-03-00,3.3199999999999998,-4.2400000000000002,62.0
2011-04-26-03-59,1.1200000000000001,-3.1099999999999999,62.0
2011-04-26-05-00,1.96,0.78000000000000003,62.0
2011-04-26-06-00,-3.7000000000000002,-1.6000000000000001,62.0
2011-04-26-06-59,-1.3999999999999999,-1.97,62.0
2011-04-26-08-00,-6.7699999999999996,-4.2699999999999996,62.0
2011-04-26-09-00,-2.7999999999999998,-6.4500000000000002,62.0
2011-04-26-09-59,-5.6299999999999999,-7.4800000000000004,62.0
2011-04-26-11-00,-9.9800000000000004,-6.1500000000000004,62.0
2011-04-26-12-00,-0.5,-6.5,62.0
2011-04-26-12-59,-0.059999999999999998,-3.3500000000000001,62.0
2011-04-26-14-00,3.4100000000000001,-2.0299999999999998,62.0
2011-04-26-15-00,-0.080000000000000002,-1.1699999999999999,62.0
2011-04-26-15-59,5.6100000000000003,-0.65000000000000002,62.0
2011-04-26-17-00,6.3700000000000001,1.03,62.0
2011-04-26-18-00,1.9199999999999999,1.29,62.0
2011-04-26-18-59,-4.4699999999999998,0.67000000000000004,62.0
2011-04-26-20-00,-4.3799999999999999,4.6600000000000001,62.0
2011-04-26-21-00,-2.1899999999999999,2.4900000000000002,62.0
2011-04-26-21-59,2.75,-3.3599999999999999,62.0
2011-04-26-23-00,0.089999999999999997,-4.2400000000000002,62.0
2011-04-27-00-00,3.6000000000000001,-9.4700000000000006,62.0
2011-04-27-00-59,3.1800000000000002,-9.8000000000000007,62.0
2011-04-27-02-00,0.23000000000000001,-8.2699999999999996,62.0
2011-04-27-03-00,2.2000000000000002,-0.40000000000000002,62.0
2011-04-27-03-59,5.54,-2.5499999999999998,62.0
2011-04-27-05-00,7.7800000000000002,-7.7300000000000004,62.0
2011-04-27-06-00,-2.9199999999999999,6.4400000000000004,62.0
2011-04-27-06-59,-4.6100000000000003,2.9199999999999999,62.0
2011-04-27-08-00,-3.2000000000000002,4.1699999999999999,62.0
2011-04-27-09-00,-3.1000000000000001,3.4700000000000002,62.0
2011-04-27-09-59,-5.0199999999999996,-0.64000000000000001,62.0
2011-04-27-11-00,0.52000000000000002,-8.1799999999999997,62.0
2011-04-27-12-00,0.77000000000000002,-4.7800000000000002,62.0
2011-04-27-12-59,1.45,-2.8100000000000001,62.0
2011-04-27-14-00,2.23,-2.27,62.0
2011-04-27-15-00,1.8300000000000001,-4.4699999999999998,62.0
2011-04-27-15-59,4.2999999999999998,-4.3700000000000001,62.0
2011-04-27-17-00,-0.02,0.40999999999999998,62.0
2011-04-27-18-00,3.6400000000000001,-1.75,62.0
2011-04-27-18-59,1.97,-0.67000000000000004,62.0
2011-04-27-20-00,-0.35999999999999999,-1.98,62.0
2011-04-27-21-00,-2.1400000000000001,-3.02,62.0
2011-04-27-21-59,-0.93999999999999995,-4.96,62.0
2011-04-27-23-00,-9.9100000000000001,-6.0199999999999996,62.0
2011-04-28-00-00,-6.71,-1.6499999999999999,62.0
2011-04-28-00-59,-8.8000000000000007,-4.4500000000000002,62.0
2011-04-28-02-00,-3.9300000000000002,-11.15,62.0
2011-04-28-03-00,0.31,-3.5600000000000001,62.0
2011-04-28-03-59,-1.6699999999999999,-1.4299999999999999,62.0
2011-04-28-05-00,-0.64000000000000001,0.75,62.0
2011-04-28-06-00,1.5,-1.23,62.0
2011-04-28-06-59,6.5599999999999996,-4.96,62.0
2011-04-28-08-00,-2.4300000000000002,4.3899999999999997,62.0
2011-04-28-09-00,-3.1200000000000001,2.8399999999999999,62.0
2011-04-28-09-59,-7.5499999999999998,1.23,62.0
2011-04-28-11-00,6.1299999999999999,-9.5600000000000005,62.0
2011-04-28-12-00,0.050000000000000003,-5.5099999999999998,62.0
2011-04-28-12-59,2.46,-5.2199999999999998,62.0
2011-04-28-14-00,0.63,-6.0700000000000003,62.0
2011-04-28-15-00,-2.6200000000000001,-1.3899999999999999,62.0
2011-04-28-15-59,-3.9500000000000002,-5.0099999999999998,62.0
2011-04-28-17-00,1.24,12.140000000000001,62.0
2011-04-28-18-00,-12.1,15.74,62.0
2011-04-28-18-59,18.25,19.190000000000001,62.0
2011-04-28-20-00,9.8699999999999992,11.85,62.0
2011-04-28-21-00,0.53000000000000003,3.1800000000000002,62.0
2011-04-28-21-59,-2.98,6.6299999999999999,62.0
2011-04-28-23-00,4.8300000000000001,3.0800000000000001,62.0
2011-04-29-00-00,8.6099999999999994,-12.69,62.0
2011-04-29-00-59,8.6400000000000006,-4.25,62.0
2011-04-29-02-00,2.23,-2.9900000000000002,62.0
2011-04-29-03-00,-0.72999999999999998,-3.5499999999999998,62.0
2011-04-29-03-59,-3.04,-7.7699999999999996,62.0
2011-04-29-05-00,-5.2000000000000002,-2.8799999999999999,62.0
2011-04-29-06-00,0.089999999999999997,-1.02,62.0
2011-04-29-06-59,-3.0499999999999998,0.46000000000000002,62.0
2011-04-29-08-00,-7.7599999999999998,4.8099999999999996,62.0
2011-04-29-09-00,-2.7799999999999998,3.46,62.0
2011-04-29-09-59,-2.2000000000000002,2.8999999999999999,62.0
2011-04-29-11-00,-11.460000000000001,3.21,62.0
2011-04-29-12-00,-7.7699999999999996,1.27,62.0
2011-04-29-12-59,-1.8500000000000001,-4.71,62.0
2011-04-29-14-00,-3.6099999999999999,-5.1200000000000001,62.0
2011-04-29-15-00,-0.01,-4.5899999999999999,62.0
2011-04-29-15-59,2.6099999999999999,-0.38,62.0
2011-04-29-17-00,-6.0599999999999996,2.9199999999999999,62.0
2011-04-29-18-00,-25.149999999999999,24.010000000000002,62.0
2011-04-29-20-00,-5.0099999999999998,-1.05,62.0
2011-04-29-21-00,-11.99,6.8099999999999996,62.0
2011-04-29-21-59,0.42999999999999999,-2.1699999999999999,62.0
2011-04-29-23-00,0.87,-1.2,62.0
2011-04-30-00-00,-4.9299999999999997,-1.6499999999999999,62.0
2011-04-30-00-59,-4.8099999999999996,-3.4900000000000002,62.0
2011-04-30-02-00,-6.4400000000000004,-4.7000000000000002,62.0
2011-04-30-03-00,-3.5699999999999998,-3.1299999999999999,62.0
2011-04-30-03-59,0.34999999999999998,-8.3399999999999999,62.0
2011-04-30-05-00,-1.3999999999999999,-6.9699999999999998,62.0
2011-04-30-06-00,2.3900000000000001,-2.1099999999999999,62.0
2011-04-30-06-59,3.8399999999999999,4.6699999999999999,62.0
2011-04-30-08-00,-0.63,1.8,62.0
2011-04-30-09-00,-2.2200000000000002,6.54,62.0
2011-04-30-09-59,-3.1499999999999999,2.21,62.0
2011-04-30-11-00,-0.59999999999999998,-0.070000000000000007,62.0
2011-04-30-12-00,3.52,0.089999999999999997,62.0
2011-04-30-12-59,2.1200000000000001,-4.3799999999999999,62.0
2011-04-30-14-00,2.23,-2.9900000000000002,62.0
2011-04-30-15-00,3.3300000000000001,-3.9199999999999999,62.0
2011-04-30-15-59,0.46000000000000002,-3.7200000000000002,62.0
2011-04-30-17-00,2.52,-2.9100000000000001,62.0
2011-04-30-18-00,1.8500000000000001,0.44,62.0
2011-04-30-18-59,3.0600000000000001,5.5800000000000001,62.0
2011-04-30-20-00,1.9299999999999999,3.3799999999999999,62.0
2011-04-30-21-00,1.1399999999999999,4.29,62.0
2011-04-30-21-59,0.83999999999999997,2.1200000000000001,62.0
2011-04-30-23-00,1.8999999999999999,5.25,62.0
2011-05-01-00-00,-1.3799999999999999,-0.60999999999999999,62.0
2011-05-01-00-59,0.17000000000000001,1.2,62.0
2011-05-01-02-00,1.1699999999999999,-7.5800000000000001,62.0
2011-05-01-03-00,-2.5600000000000001,-7.6299999999999999,62.0
2011-05-01-03-59,0.040000000000000001,-6.5499999999999998,62.0
2011-05-01-05-00,0.32000000000000001,-5.0099999999999998,62.0
2011-05-01-06-00,2.1499999999999999,1.5700000000000001,62.0
2011-05-01-06-59,0.68999999999999995,3.3300000000000001,62.0
2011-05-01-08-00,-1.53,4.8700000000000001,62.0
2011-05-01-09-00,-2.6200000000000001,8.6099999999999994,62.0
2011-05-01-09-59,4.5599999999999996,8.6300000000000008,62.0
2011-05-01-11-00,-1.3,5.1399999999999997,62.0
2011-05-01-12-00,3.7200000000000002,-0.27000000000000002,62.0
2011-05-01-12-59,2.1400000000000001,-3.75,62.0
2011-05-01-14-00,2.3999999999999999,-8.5700000000000003,62.0
2011-05-01-15-00,2.8999999999999999,-1.03,62.0
2011-05-01-15-59,3.5800000000000001,-11.869999999999999,62.0
2011-05-01-17-00,6.4900000000000002,-13.630000000000001,62.0
2011-05-01-18-00,3.9100000000000001,-8.0299999999999994,62.0
2011-05-01-18-59,5.3200000000000003,-0.73999999999999999,62.0
2011-05-01-20-00,-1.48,1.8600000000000001,62.0
2011-05-01-21-00,-0.92000000000000004,4.21,62.0
2011-05-01-21-59,5.8899999999999997,3.3900000000000001,62.0
2011-05-01-23-00,-3.7200000000000002,4.54,62.0
2011-05-02-00-00,-1.0600000000000001,-1.3500000000000001,62.0
2011-05-02-00-59,-1.0,-1.23,62.0
2011-05-02-02-00,-2.4399999999999999,-7.6900000000000004,62.0
2011-05-02-03-00,-2.0499999999999998,-7.5800000000000001,62.0
2011-05-02-03-59,-0.79000000000000004,-8.3599999999999994,62.0
2011-05-02-05-00,-3.1800000000000002,-5.5099999999999998,62.0
2011-05-02-06-00,1.6599999999999999,1.1100000000000001,62.0
2011-05-02-06-59,0.37,2.2999999999999998,62.0
2011-05-02-08-00,-0.64000000000000001,3.98,62.0
2011-05-02-09-00,-2.2400000000000002,4.4500000000000002,62.0
2011-05-02-09-59,-2.9300000000000002,4.6699999999999999,62.0
2011-05-02-11-00,-3.3500000000000001,6.1100000000000003,62.0
2011-05-02-12-00,0.089999999999999997,5.7599999999999998,62.0
2011-05-02-12-59,1.01,1.54,62.0
2011-05-02-14-00,-3.1099999999999999,-3.6200000000000001,62.0
2011-05-02-15-00,-1.1100000000000001,-5.1200000000000001,62.0
2011-05-02-15-59,-2.8100000000000001,-4.9900000000000002,62.0
2011-05-02-17-00,2.7999999999999998,-7.0999999999999996,62.0
2011-05-02-18-00,4.0099999999999998,2.3199999999999998,62.0
2011-05-02-18-59,-1.9099999999999999,-3.79,62.0
2011-05-02-20-00,-1.5,-4.5,62.0
2011-05-02-21-00,1.79,-2.1899999999999999,62.0
2011-05-02-21-59,-11.41,1.98,62.0
2011-05-02-23-00,-4.4100000000000001,11.52,62.0
2011-05-03-00-00,-3.7400000000000002,3.1800000000000002,62.0
2011-05-03-00-59,-1.8899999999999999,1.8400000000000001,62.0
2011-05-03-02-00,-0.67000000000000004,-3.4199999999999999,62.0
2011-05-03-03-00,-0.93999999999999995,-5.6900000000000004,62.0
2011-05-03-03-59,-1.03,-6.4500000000000002,62.0
2011-05-03-05-00,-5.6200000000000001,-10.710000000000001,62.0
2011-05-03-06-00,-1.05,-7.8099999999999996,62.0
2011-05-03-06-59,-2.9700000000000002,-8.3699999999999992,62.0
2011-05-03-08-00,-2.8399999999999999,-4.8899999999999997,62.0
2011-05-03-09-00,-8.1199999999999992,2.1099999999999999,62.0
2011-05-03-09-59,-3.3300000000000001,3.9199999999999999,62.0
2011-05-03-11-00,-6.0700000000000003,6.8700000000000001,62.0
2011-05-03-12-00,-3.77,2.5499999999999998,62.0
2011-05-03-12-59,-8.0399999999999991,5.0499999999999998,62.0
2011-05-03-14-00,-4.9100000000000001,-2.79,62.0
2011-05-03-15-00,-6.5300000000000002,-8.6799999999999997,62.0
2011-05-03-15-59,-8.4199999999999999,-10.380000000000001,62.0
2011-05-03-17-00,-1.71,-11.960000000000001,62.0
2011-05-03-18-00,2.25,-10.18,62.0
2011-05-03-18-59,1.8999999999999999,-5.7999999999999998,62.0
2011-05-03-20-00,-3.6200000000000001,-6.1600000000000001,62.0
2011-05-03-21-00,-1.51,-7.3200000000000003,62.0
2011-05-03-21-59,0.91000000000000003,-2.7599999999999998,62.0
2011-05-03-23-00,0.71999999999999997,0.72999999999999998,62.0
2011-05-04-00-00,1.6299999999999999,-3.79,62.0
2011-05-04-00-59,-5.5099999999999998,-1.8200000000000001,62.0
2011-05-04-02-00,-3.7200000000000002,-2.23,62.0
2011-05-04-03-00,-3.2400000000000002,-2.0899999999999999,62.0
2011-05-04-03-59,-3.2599999999999998,-8.4499999999999993,62.0
2011-05-04-05-00,-1.8100000000000001,-4.4900000000000002,62.0
2011-05-04-06-00,0.65000000000000002,-12.210000000000001,62.0
2011-05-04-06-59,1.23,-2.77,62.0
2011-05-04-08-00,0.71999999999999997,-4.5800000000000001,62.0
2011-05-04-09-00,1.01,1.54,62.0
2011-05-04-09-59,-4.2800000000000002,-0.31,62.0
2011-05-04-11-00,2.6600000000000001,2.6499999999999999,62.0
2011-05-04-12-00,4.54,-0.55000000000000004,62.0
2011-05-04-12-59,-3.1499999999999999,-3.1099999999999999,62.0
2011-05-04-14-00,-4.8300000000000001,-2.3500000000000001,62.0
2011-05-04-15-00,-5.21,-3.1899999999999999,62.0
2011-05-04-15-59,-11.32,-4.04,62.0
2011-05-04-17-00,-5.79,-5.1299999999999999,62.0
2011-05-04-18-00,-4.0099999999999998,-4.8200000000000003,62.0
2011-05-04-18-59,-3.73,-5.7800000000000002,62.0
2011-05-04-20-00,6.1600000000000001,-2.8900000000000001,62.0
2011-05-04-21-00,1.4199999999999999,-2.71,62.0
2011-05-04-21-59,3.0899999999999999,1.53,62.0
2011-05-04-23-00,0.88,-1.9299999999999999,62.0
2011-05-05-00-00,-0.48999999999999999,1.3200000000000001,62.0
2011-05-05-00-59,-0.59999999999999998,0.96999999999999997,62.0
2011-05-05-02-00,2.48,2.9100000000000001,62.0
2011-05-05-03-00,1.6699999999999999,-5.3499999999999996,62.0
2011-05-05-03-59,-5.2800000000000002,-11.859999999999999,62.0
2011-05-05-05-00,-0.38,-5.8399999999999999,62.0
2011-05-05-06-00,-2.77,-7.2699999999999996,62.0
2011-05-05-06-59,7.0499999999999998,-5.2300000000000004,62.0
2011-05-05-08-00,5.8099999999999996,-3.8199999999999998,62.0
2011-05-05-09-00,1.26,-0.050000000000000003,62.0
2011-05-05-09-59,2.8100000000000001,0.71999999999999997,62.0
2011-05-05-11-00,4.7999999999999998,3.1800000000000002,62.0
2011-05-05-12-00,4.7599999999999998,4.7300000000000004,62.0
2011-05-05-12-59,-3.9700000000000002,0.40000000000000002,62.0
2011-05-05-14-00,-5.1200000000000001,-1.3899999999999999,62.0
2011-05-05-15-00,0.47999999999999998,1.9099999999999999,62.0
2011-05-05-15-59,1.8999999999999999,-11.84,62.0
2011-05-05-17-00,-0.84999999999999998,-8.4800000000000004,62.0
2011-05-05-18-00,-0.72999999999999998,-11.050000000000001,62.0
2011-05-05-18-59,-2.4100000000000001,-6.0199999999999996,62.0
2011-05-05-20-00,0.37,-6.25,62.0
2011-05-05-21-00,-0.73999999999999999,-7.0899999999999999,62.0
2011-05-05-21-59,4.7000000000000002,-0.40000000000000002,62.0
2011-05-05-23-00,-2.3399999999999999,-0.89000000000000001,62.0
2011-05-06-00-00,4.5800000000000001,5.7199999999999998,62.0
2011-05-06-00-59,-0.72999999999999998,11.039999999999999,62.0
2011-05-06-02-00,-2.4199999999999999,2.9399999999999999,62.0
2011-05-06-03-00,-3.9100000000000001,1.98,62.0
2011-05-06-03-59,-11.57,-9.9499999999999993,62.0
2011-05-06-05-00,-3.0499999999999998,-8.8100000000000005,62.0
2011-05-06-06-00,2.2599999999999998,-5.5899999999999999,62.0
2011-05-06-06-59,-4.5800000000000001,-11.76,62.0
2011-05-06-08-00,1.48,-4.3600000000000003,62.0
2011-05-06-09-00,5.9000000000000004,2.98,62.0
2011-05-06-09-59,-0.10000000000000001,1.4299999999999999,62.0
2011-05-06-11-00,2.3500000000000001,4.4400000000000004,62.0
2011-05-06-12-00,2.2599999999999998,4.7300000000000004,62.0
2011-05-06-12-59,1.5900000000000001,9.5299999999999994,62.0
2011-05-06-14-00,-9.4399999999999995,-6.2000000000000002,62.0
2011-05-06-15-00,0.14999999999999999,3.0600000000000001,62.0
2011-05-06-15-59,-3.1899999999999999,-2.29,62.0
2011-05-06-17-00,-3.3500000000000001,-3.1699999999999999,62.0
2011-05-06-18-00,-3.2400000000000002,-0.32000000000000001,62.0
2011-05-06-18-59,1.1899999999999999,-7.9900000000000002,62.0
2011-05-06-20-00,2.2999999999999998,-7.8700000000000001,62.0
2011-05-06-21-00,-0.31,-7.4900000000000002,62.0
2011-05-06-21-59,0.51000000000000001,1.8200000000000001,62.0
2011-05-06-23-00,-1.8999999999999999,0.070000000000000007,62.0
2011-05-07-00-00,-5.0599999999999996,3.4199999999999999,62.0
2011-05-07-00-59,4.79,1.0900000000000001,62.0
2011-05-07-02-00,0.45000000000000001,5.2400000000000002,62.0
2011-05-07-03-00,-2.04,6.2800000000000002,62.0
2011-05-07-03-59,-2.6000000000000001,-1.8,62.0
2011-05-07-05-00,-4.3600000000000003,-7.5300000000000002,62.0
2011-05-07-06-00,-3.8300000000000001,-8.6199999999999992,62.0
2011-05-07-06-59,-2.54,-1.99,62.0
2011-05-07-08-00,-4.6500000000000004,-2.6099999999999999,62.0
2011-05-07-09-00,1.8200000000000001,-3.7400000000000002,62.0
2011-05-07-09-59,2.2799999999999998,0.77000000000000002,62.0
2011-05-07-11-00,0.23999999999999999,0.58999999999999997,62.0
2011-05-07-12-00,-1.21,2.3599999999999999,62.0
2011-05-07-12-59,-1.8799999999999999,4.6600000000000001,62.0
2011-05-07-14-00,-7.1799999999999997,3.5299999999999998,62.0
2011-05-07-15-00,-0.90000000000000002,5.5700000000000003,62.0
2011-05-07-15-59,-1.25,2.8599999999999999,62.0
2011-05-07-17-00,-4.4800000000000004,5.3600000000000003,62.0
2011-05-07-18-00,-3.8399999999999999,-10.390000000000001,62.0
2011-05-07-18-59,-2.1000000000000001,-0.29999999999999999,62.0
2011-05-07-20-00,-2.8900000000000001,-2.9300000000000002,62.0
2011-05-07-21-00,-1.95,-7.2400000000000002,62.0
2011-05-07-21-59,1.0600000000000001,-4.6900000000000004,62.0
2011-05-07-23-00,0.70999999999999996,-3.8599999999999999,62.0
2011-05-08-00-00,-1.0700000000000001,-1.6699999999999999,62.0
2011-05-08-00-59,-4.6600000000000001,1.3400000000000001,62.0
2011-05-08-02-00,-4.4800000000000004,-0.37,62.0
2011-05-08-03-00,-8.1999999999999993,8.4399999999999995,62.0
2011-05-08-03-59,-7.8099999999999996,1.78,62.0
2011-05-08-05-00,1.47,-2.1699999999999999,62.0
2011-05-08-06-00,-0.14999999999999999,0.16,62.0
2011-05-08-06-59,2.0699999999999998,-7.4199999999999999,62.0
2011-05-08-08-00,8.4900000000000002,-9.8100000000000005,62.0
2011-05-08-09-00,13.15,-7.2000000000000002,62.0
2011-05-08-09-59,9.8300000000000001,-2.96,62.0
2011-05-08-11-00,7.0,-7.54,62.0
2011-05-08-12-00,10.44,-2.5699999999999998,62.0
2011-05-08-12-59,6.1799999999999997,0.96999999999999997,62.0
2011-05-08-14-00,7.4800000000000004,-1.3500000000000001,62.0
2011-05-08-15-00,5.9100000000000001,-2.02,62.0
2011-05-08-15-59,2.9100000000000001,0.02,62.0
2011-05-08-17-00,-0.41999999999999998,0.70999999999999996,62.0
2011-05-08-18-00,4.6699999999999999,-4.5700000000000003,62.0
2011-05-08-18-59,6.8200000000000003,-9.7799999999999994,62.0
2011-05-08-20-00,5.9299999999999997,-13.16,62.0
2011-05-08-21-00,6.5,-10.81,62.0
2011-05-08-21-59,9.1199999999999992,-9.1099999999999994,62.0
2011-05-08-23-00,2.8199999999999998,-6.7800000000000002,62.0
2011-05-09-00-00,0.68000000000000005,-1.26,62.0
2011-05-09-00-59,0.28999999999999998,-0.64000000000000001,62.0
2011-05-09-02-00,-2.8100000000000001,1.05,62.0
2011-05-09-03-00,-1.47,6.4500000000000002,62.0
2011-05-09-03-59,-1.3999999999999999,5.8399999999999999,62.0
2011-05-09-05-00,-3.5099999999999998,5.2300000000000004,62.0
2011-05-09-06-00,-1.45,1.76,62.0
2011-05-09-06-59,1.51,-0.17999999999999999,62.0
2011-05-09-08-00,2.7400000000000002,-5.4500000000000002,62.0
2011-05-09-09-00,4.46,-4.2199999999999998,62.0
2011-05-09-09-59,4.0,-5.5,62.0
2011-05-09-11-00,9.8300000000000001,-2.96,62.0
2011-05-09-12-00,3.5899999999999999,-0.51000000000000001,62.0
2011-05-09-12-59,10.43,-0.39000000000000001,62.0
2011-05-09-14-00,9.5700000000000003,-10.640000000000001,62.0
2011-05-09-15-00,6.5499999999999998,-6.7300000000000004,62.0
2011-05-09-15-59,1.3200000000000001,-5.2400000000000002,62.0
2011-05-09-17-00,2.27,-3.5,62.0
2011-05-09-18-00,1.1599999999999999,-5.3899999999999997,62.0
2011-05-09-18-59,-3.4900000000000002,-8.7300000000000004,62.0
2011-05-09-20-00,1.49,-8.3100000000000005,62.0
2011-05-09-21-00,7.0999999999999996,-6.4699999999999998,62.0
2011-05-09-21-59,6.9500000000000002,-7.0300000000000002,62.0
2011-05-09-23-00,0.059999999999999998,-12.69,62.0
2011-05-10-00-00,4.0800000000000001,-4.3300000000000001,62.0
2011-05-10-00-59,9.5800000000000001,0.71999999999999997,62.0
2011-05-10-02-00,4.0999999999999996,3.7999999999999998,62.0
2011-05-10-03-00,5.8099999999999996,1.49,62.0
2011-05-10-03-59,2.6400000000000001,-6.5199999999999996,62.0
2011-05-10-05-00,5.5700000000000003,1.6299999999999999,62.0
2011-05-10-06-00,-2.0099999999999998,-5.5899999999999999,62.0
2011-05-10-06-59,-3.29,-7.6299999999999999,62.0
2011-05-10-08-00,-0.84999999999999998,-10.98,62.0
2011-05-10-09-00,0.35999999999999999,-2.29,62.0
2011-05-10-09-59,4.2999999999999998,-12.91,62.0
2011-05-10-11-00,7.9299999999999997,-8.9299999999999997,62.0
2011-05-10-12-00,5.1900000000000004,-8.4800000000000004,62.0
2011-05-10-12-59,12.140000000000001,-8.0199999999999996,62.0
2011-05-10-14-00,11.789999999999999,-12.18,62.0
2011-05-10-15-00,13.619999999999999,1.1699999999999999,62.0
2011-05-10-15-59,4.8700000000000001,-4.2000000000000002,62.0
2011-05-10-17-00,3.0800000000000001,-5.5599999999999996,62.0
2011-05-10-18-00,7.96,-10.49,62.0
2011-05-10-18-59,-0.47999999999999998,-8.6799999999999997,62.0
2011-05-10-20-00,-0.55000000000000004,-7.04,62.0
2011-05-10-21-00,-4.9699999999999998,-11.869999999999999,62.0
2011-05-10-21-59,-2.4100000000000001,-12.06,62.0
2011-05-10-23-00,-3.6299999999999999,-7.5199999999999996,62.0
2011-05-11-00-00,2.3599999999999999,-3.79,62.0
2011-05-11-00-59,3.8500000000000001,-2.1099999999999999,62.0
2011-05-11-02-00,5.5700000000000003,-5.1399999999999997,62.0
2011-05-11-03-00,4.2300000000000004,-3.77,62.0
2011-05-11-03-59,2.3100000000000001,-5.0499999999999998,62.0
2011-05-11-05-00,6.3799999999999999,-3.6600000000000001,62.0
2011-05-11-06-00,-1.01,-5.8200000000000003,62.0
2011-05-11-06-59,-2.9100000000000001,-1.79,62.0
2011-05-11-08-00,-0.46000000000000002,1.22,62.0
2011-05-11-09-00,2.5600000000000001,-7.6900000000000004,62.0
2011-05-11-09-59,0.22,-12.859999999999999,62.0
2011-05-11-11-00,-5.1799999999999997,-13.289999999999999,62.0
2011-05-11-12-00,-5.25,-8.4100000000000001,62.0
2011-05-11-12-59,-4.1100000000000003,-4.1200000000000001,62.0
2011-05-11-14-00,-3.5699999999999998,-2.3999999999999999,62.0
2011-05-11-15-00,1.8999999999999999,-4.3399999999999999,62.0
2011-05-11-15-59,-1.0600000000000001,7.1900000000000004,62.0
2011-05-11-17-00,-0.19,-2.5600000000000001,62.0
2011-05-11-18-00,-8.2599999999999998,0.81000000000000005,62.0
2011-05-11-18-59,-1.46,-6.7800000000000002,62.0
2011-05-11-20-00,-12.16,-4.3899999999999997,62.0
2011-05-11-21-00,-5.6799999999999997,-10.52,62.0
2011-05-11-21-59,-5.5700000000000003,-2.6699999999999999,62.0
2011-05-11-23-00,-7.3700000000000001,-16.120000000000001,62.0
2011-05-12-00-00,0.059999999999999998,-18.010000000000002,62.0
2011-05-12-00-59,0.54000000000000004,-11.82,62.0
2011-05-12-02-00,5.5199999999999996,-7.1399999999999997,62.0
2011-05-12-03-00,2.6200000000000001,-6.8399999999999999,62.0
2011-05-12-03-59,1.1799999999999999,-1.53,62.0
2011-05-12-05-00,-1.74,7.7199999999999998,62.0
2011-05-12-06-00,4.2699999999999996,1.77,62.0
2011-05-12-06-59,-1.9199999999999999,-2.3300000000000001,62.0
2011-05-12-08-00,-5.96,-6.3300000000000001,62.0
2011-05-12-09-00,-2.7400000000000002,-8.0899999999999999,62.0
2011-05-12-09-59,2.2799999999999998,-4.96,62.0
2011-05-12-11-00,1.5800000000000001,-10.369999999999999,62.0
2011-05-12-12-00,2.3399999999999999,-12.65,62.0
2011-05-12-12-59,7.54,-4.7699999999999996,62.0
2011-05-12-14-00,5.29,-9.1799999999999997,62.0
2011-05-12-15-00,6.0899999999999999,-5.5099999999999998,62.0
2011-05-12-15-59,5.4400000000000004,0.65000000000000002,62.0
2011-05-12-17-00,1.6899999999999999,2.0600000000000001,62.0
2011-05-12-18-00,4.8700000000000001,2.5699999999999998,62.0
2011-05-12-18-59,-1.5800000000000001,-2.4399999999999999,62.0
2011-05-12-20-00,0.5,1.5,62.0
2011-05-12-21-00,-4.0499999999999998,1.73,62.0
2011-05-12-21-59,-1.8100000000000001,-7.7199999999999998,62.0
2011-05-12-23-00,-9.8399999999999999,-7.6699999999999999,62.0
2011-05-13-00-00,-5.3099999999999996,-8.2200000000000006,62.0
2011-05-13-00-59,-0.82999999999999996,-6.0800000000000001,62.0
2011-05-13-02-00,-4.4800000000000004,-4.6399999999999997,62.0
2011-05-13-03-00,0.32000000000000001,-2.5099999999999998,62.0
2011-05-13-03-59,-2.48,0.63,62.0
2011-05-13-05-00,-2.0899999999999999,3.2400000000000002,62.0
2011-05-13-06-00,2.6400000000000001,3.79,62.0
2011-05-13-06-59,-16.02,-6.8700000000000001,62.0
2011-05-13-08-00,1.76,2.1800000000000002,62.0
2011-05-13-09-00,1.0700000000000001,-10.42,62.0
2011-05-13-09-59,2.5,-11.039999999999999,62.0
2011-05-13-11-00,-6.2999999999999998,-11.220000000000001,62.0
2011-05-13-12-00,-5.3799999999999999,-10.119999999999999,62.0
2011-05-13-12-59,-3.4199999999999999,-8.6099999999999994,62.0
2011-05-13-14-00,-9.0899999999999999,-7.0300000000000002,62.0
2011-05-13-15-00,-6.0700000000000003,-7.4000000000000004,62.0
2011-05-13-15-59,-8.2799999999999994,0.17999999999999999,62.0
2011-05-13-17-00,-4.46,5.2599999999999998,62.0
2011-05-13-18-00,-3.46,3.9900000000000002,62.0
2011-05-13-18-59,-0.55000000000000004,4.0099999999999998,62.0
2011-05-13-20-00,-6.2000000000000002,0.17000000000000001,62.0
2011-05-13-21-00,-5.54,0.78000000000000003,62.0
2011-05-13-21-59,-3.8599999999999999,-6.75,62.0
2011-05-13-23-00,7.5999999999999996,-9.2400000000000002,62.0
2011-05-14-00-00,4.0899999999999999,-13.289999999999999,62.0
2011-05-14-00-59,-3.5,-14.050000000000001,62.0
