,u,v,depth
2010-07-29-00-59,-9.9499999999999993,-15.51,62.0
2010-07-29-02-00,4.9299999999999997,-46.799999999999997,62.0
2010-07-29-03-00,11.109999999999999,17.940000000000001,62.0
2010-07-29-03-59,-9.1400000000000006,-18.609999999999999,62.0
2010-07-29-05-00,4.9400000000000004,5.9199999999999999,62.0
2010-07-29-06-00,-5.9100000000000001,-10.789999999999999,62.0
2010-07-29-06-59,-6.9199999999999999,-7.3399999999999999,62.0
2010-07-29-08-00,-6.5899999999999999,-12.029999999999999,62.0
2010-07-29-09-00,-11.26,-9.9600000000000009,62.0
2010-07-29-09-59,-9.5099999999999998,-24.140000000000001,62.0
2010-07-29-11-00,-3.96,-14.6,62.0
2010-07-29-12-00,-0.84999999999999998,-10.98,62.0
2010-07-29-12-59,-1.1000000000000001,-6.5700000000000003,62.0
2010-07-29-14-00,-1.72,-1.96,62.0
2010-07-29-15-00,-6.3499999999999996,-8.9399999999999995,62.0
2010-07-29-15-59,-1.6499999999999999,-0.070000000000000007,62.0
2010-07-29-17-00,-0.72999999999999998,-0,62.0
2010-07-29-18-00,-1.3799999999999999,-5.6100000000000003,62.0
2010-07-29-18-59,-0.27000000000000002,-7.2699999999999996,62.0
2010-07-29-20-00,-1.27,-4.2199999999999998,62.0
2010-07-29-21-00,-7.9000000000000004,-8.25,62.0
2010-07-29-21-59,-3.1499999999999999,-1.3400000000000001,62.0
2010-07-29-23-00,-7.2300000000000004,3.7200000000000002,62.0
2010-07-30-00-00,-4.1699999999999999,4.2999999999999998,62.0
2010-07-30-00-59,4.2699999999999996,1.77,62.0
2010-07-30-02-00,-5.9100000000000001,7.0199999999999996,62.0
2010-07-30-03-00,0.91000000000000003,6.5199999999999996,62.0
2010-07-30-03-59,-1.49,5.8099999999999996,62.0
2010-07-30-05-00,5.7699999999999996,3.77,62.0
2010-07-30-06-00,2.9500000000000002,-6.5300000000000002,62.0
2010-07-30-06-59,2.5699999999999998,-8.4199999999999999,62.0
2010-07-30-08-00,3.2999999999999998,-11.640000000000001,62.0
2010-07-30-09-00,0.58999999999999997,-10.56,62.0
2010-07-30-09-59,-2.9500000000000002,-9.5099999999999998,62.0
2010-07-30-11-00,-5.9500000000000002,1.8,62.0
2010-07-30-12-00,-2.2400000000000002,6.2199999999999998,62.0
2010-07-30-12-59,1.21,2.6400000000000001,62.0
2010-07-30-14-00,-1.1299999999999999,1.02,62.0
2010-07-30-15-00,-1.77,1.77,62.0
2010-07-30-15-59,-2.4300000000000002,4.3899999999999997,62.0
2010-07-30-17-00,-2.2799999999999998,0.68999999999999995,62.0
2010-07-30-18-00,-1.1799999999999999,-0.96999999999999997,62.0
2010-07-30-18-59,-3.9300000000000002,-2.6099999999999999,62.0
2010-07-30-20-00,0.59999999999999998,-0.96999999999999997,62.0
2010-07-30-21-00,0.68000000000000005,-3.7599999999999998,62.0
2010-07-30-21-59,2.8999999999999999,-6.3399999999999999,62.0
2010-07-30-23-00,-0.31,3.5600000000000001,62.0
2010-07-31-00-00,2.7599999999999998,-0.55000000000000004,62.0
2010-07-31-00-59,1.28,4.54,62.0
2010-07-31-02-00,1.24,6.0899999999999999,62.0
2010-07-31-03-00,2.0899999999999999,4.2599999999999998,62.0
2010-07-31-03-59,-4.7199999999999998,5.8099999999999996,62.0
2010-07-31-05-00,-5.5700000000000003,2.6400000000000001,62.0
2010-07-31-06-00,-5.0700000000000003,-1.8999999999999999,62.0
2010-07-31-06-59,-2.6299999999999999,-0.97999999999999998,62.0
2010-07-31-08-00,10.890000000000001,7.6600000000000001,62.0
2010-07-31-09-00,1.6899999999999999,3.8300000000000001,62.0
2010-07-31-09-59,3.25,-2.9100000000000001,62.0
2010-07-31-11-00,4.1299999999999999,-2.02,62.0
2010-07-31-12-00,4.9000000000000004,3.2000000000000002,62.0
2010-07-31-12-59,5.0199999999999996,3.1400000000000001,62.0
2010-07-31-14-00,9.1600000000000001,7.1600000000000001,62.0
2010-07-31-15-00,0.96999999999999997,-1.8999999999999999,62.0
2010-07-31-15-59,-7.7599999999999998,0.54000000000000004,62.0
2010-07-31-17-00,-4.9500000000000002,3.0299999999999998,62.0
2010-07-31-18-00,-3.9300000000000002,4.1699999999999999,62.0
2010-07-31-18-59,-0.20000000000000001,-4.6399999999999997,62.0
2010-07-31-20-00,-0.73999999999999999,-0.32000000000000001,62.0
2010-07-31-21-00,-1.8600000000000001,-3.98,62.0
2010-07-31-21-59,3.96,-5.7199999999999998,62.0
2010-07-31-23-00,3.6600000000000001,-1.1200000000000001,62.0
2010-08-01-00-00,4.0,2.0,62.0
2010-08-01-00-59,1.3999999999999999,4.4699999999999998,62.0
2010-08-01-02-00,-6.2999999999999998,-0.17999999999999999,62.0
2010-08-01-03-00,-5.4900000000000002,2.04,62.0
2010-08-01-03-59,3.3799999999999999,-4.4299999999999997,62.0
2010-08-01-05-00,-3.9300000000000002,4.1699999999999999,62.0
2010-08-01-06-00,-5.4100000000000001,1.75,62.0
2010-08-01-06-59,-0.20999999999999999,-3.9199999999999999,62.0
2010-08-01-08-00,2.6200000000000001,-4.3399999999999999,62.0
2010-08-01-09-00,-6.2199999999999998,-9.0099999999999998,62.0
2010-08-01-09-59,-1.5900000000000001,-7.7599999999999998,62.0
2010-08-01-11-00,2.6699999999999999,-4.8499999999999996,62.0
2010-08-01-12-00,-4.1500000000000004,0.66000000000000003,62.0
2010-08-01-12-59,-2.9700000000000002,1.95,62.0
2010-08-01-14-00,-5.1299999999999999,4.0199999999999996,62.0
2010-08-01-15-00,-2.6400000000000001,5.4800000000000004,62.0
2010-08-01-15-59,0.45000000000000001,-1.54,62.0
2010-08-01-17-00,-3.2799999999999998,1.23,62.0
2010-08-01-18-00,-3.1899999999999999,-5.8300000000000001,62.0
2010-08-01-18-59,-4.4800000000000004,-6.4199999999999999,62.0
2010-08-01-20-00,-8.6199999999999992,-1.1699999999999999,62.0
2010-08-01-21-00,-6.0999999999999996,-0.53000000000000003,62.0
2010-08-01-21-59,-0.85999999999999999,-5.25,62.0
2010-08-01-23-00,-0.59999999999999998,-5.0700000000000003,62.0
2010-08-02-00-00,0.29999999999999999,-1.3700000000000001,62.0
2010-08-02-00-59,-0.52000000000000002,0.37,62.0
2010-08-02-02-00,0.27000000000000002,1.22,62.0
2010-08-02-03-00,-1.27,1.5,62.0
2010-08-02-03-59,-0.58999999999999997,-2.2599999999999998,62.0
2010-08-02-05-00,-1.98,7.1299999999999999,62.0
2010-08-02-06-00,-4.4900000000000002,-2.46,62.0
2010-08-02-06-59,-2.2000000000000002,-3.8700000000000001,62.0
2010-08-02-08-00,-2.7000000000000002,-2.8700000000000001,62.0
2010-08-02-09-00,3.6800000000000002,-5.7999999999999998,62.0
2010-08-02-09-59,0.93999999999999995,0.68999999999999995,62.0
2010-08-02-11-00,-0.88,-4.1100000000000003,62.0
2010-08-02-12-00,-1.51,-0.55000000000000004,62.0
2010-08-02-12-59,-0.39000000000000001,-1.8799999999999999,62.0
2010-08-02-14-00,-5.2000000000000002,3.8999999999999999,62.0
2010-08-02-15-00,-0.72999999999999998,4.2699999999999996,62.0
2010-08-02-15-59,-4.1299999999999999,3.79,62.0
2010-08-02-17-00,-1.54,2.7799999999999998,62.0
2010-08-02-18-00,5.1699999999999999,-0.56999999999999995,62.0
2010-08-02-18-59,-0.17000000000000001,1.3,62.0
2010-08-02-20-00,-4.3799999999999999,-6.3899999999999997,62.0
2010-08-02-21-00,-3.6099999999999999,-4.3899999999999997,62.0
2010-08-02-21-59,-3.0499999999999998,-0.27000000000000002,62.0
2010-08-02-23-00,-0.16,-0.88,62.0
2010-08-03-00-00,5.1699999999999999,-4.8399999999999999,62.0
2010-08-03-00-59,2.6000000000000001,-1.4299999999999999,62.0
2010-08-03-02-00,-5.6799999999999997,-5.5199999999999996,62.0
2010-08-03-06-00,1.5900000000000001,-4.0099999999999998,62.0
2010-08-03-06-59,1.23,-5.2699999999999996,62.0
2010-08-03-08-00,-2.52,-1.3600000000000001,62.0
2010-08-03-09-00,0.35999999999999999,-9.0600000000000005,62.0
2010-08-03-09-59,-7.7199999999999998,-9.2400000000000002,62.0
2010-08-03-11-00,-8.2599999999999998,-6.6900000000000004,62.0
2010-08-03-12-00,-3.9300000000000002,-3.6499999999999999,62.0
2010-08-03-12-59,0.12,-0.070000000000000007,62.0
2010-08-03-14-00,-0.19,1.72,62.0
2010-08-03-15-00,0.57999999999999996,-2.3300000000000001,62.0
2010-08-03-15-59,-1.72,0.54000000000000004,62.0
2010-08-03-17-00,-0.20999999999999999,4.6299999999999999,62.0
2010-08-03-18-00,1.0700000000000001,0.62,62.0
2010-08-03-18-59,-2.5800000000000001,-2.21,62.0
2010-08-03-20-00,-0.01,-2.8199999999999998,62.0
2010-08-03-21-00,-1.6699999999999999,-7.4699999999999998,62.0
2010-08-03-21-59,1.3200000000000001,-0.96999999999999997,62.0
2010-08-03-23-00,-0.28999999999999998,-4.3600000000000003,62.0
2010-08-04-00-00,-3.0,-6.5,62.0
2010-08-04-00-59,0.040000000000000001,-4.7800000000000002,62.0
2010-08-04-02-00,-7.1299999999999999,-80.019999999999996,62.0
2010-08-04-03-59,5.75,-8.6300000000000008,62.0
2010-08-04-05-00,3.9399999999999999,-35.939999999999998,62.0
2010-08-04-06-00,-8.0,-5.7800000000000002,62.0
2010-08-04-06-59,21.440000000000001,-15.609999999999999,62.0
2010-08-04-08-00,3.3500000000000001,1.71,62.0
2010-08-04-09-00,2.9500000000000002,-3.3100000000000001,62.0
2010-08-04-09-59,-0.80000000000000004,-6.9000000000000004,62.0
2010-08-04-11-00,-1.3899999999999999,-5.9299999999999997,62.0
2010-08-04-12-00,-3.25,-4.9100000000000001,62.0
2010-08-04-12-59,-1.1299999999999999,-5.75,62.0
2010-08-04-14-00,-1.1299999999999999,-3.25,62.0
2010-08-04-15-00,-3.0800000000000001,-1.21,62.0
2010-08-04-15-59,-4.54,-3.0,62.0
2010-08-04-17-00,-11.75,-26.460000000000001,62.0
2010-08-04-18-00,3.7599999999999998,16.0,62.0
2010-08-04-18-59,3.3900000000000001,7.6600000000000001,62.0
2010-08-04-20-00,-0.55000000000000004,2.96,62.0
2010-08-04-21-00,7.9100000000000001,-1.75,62.0
2010-08-04-21-59,0.02,-5.4100000000000001,62.0
2010-08-04-23-00,-1.1799999999999999,-4.5099999999999998,62.0
2010-08-05-00-00,-0.85999999999999999,-5.25,62.0
2010-08-05-00-59,-4.0800000000000001,0.059999999999999998,62.0
2010-08-05-02-00,-3.98,0.089999999999999997,62.0
2010-08-05-03-00,-1.04,-0.71999999999999997,62.0
2010-08-05-03-59,-2.73,1.49,62.0
2010-08-05-05-00,1.23,-1.72,62.0
2010-08-05-06-00,-1.4299999999999999,0.62,62.0
2010-08-05-06-59,-6.6399999999999997,-5.0700000000000003,62.0
2010-08-05-08-00,-3.2400000000000002,5.7199999999999998,62.0
2010-08-05-09-00,3.8799999999999999,-7.2000000000000002,62.0
2010-08-05-09-59,0.080000000000000002,-5.5999999999999996,62.0
2010-08-05-11-00,2.21,-3.6299999999999999,62.0
2010-08-05-12-00,1.1799999999999999,-4.0300000000000002,62.0
2010-08-05-12-59,0.56999999999999995,-2.6499999999999999,62.0
2010-08-05-14-00,2.3700000000000001,-4.2000000000000002,62.0
2010-08-05-15-00,-13.380000000000001,-12.67,62.0
2010-08-05-15-59,-1.01,1.6799999999999999,62.0
2010-08-05-20-00,0.46000000000000002,3.7799999999999998,62.0
2010-08-05-21-00,3.1600000000000001,-2.6200000000000001,62.0
2010-08-05-21-59,-0.12,-1.3899999999999999,62.0
2010-08-05-23-00,-6.3700000000000001,-2.0699999999999998,62.0
2010-08-06-00-00,-0.14999999999999999,-2.3399999999999999,62.0
2010-08-06-00-59,-0.87,0.47999999999999998,62.0
2010-08-06-02-00,-1.51,-2.3199999999999998,62.0
2010-08-06-03-00,2.0499999999999998,4.04,62.0
2010-08-06-03-59,1.6499999999999999,2.5699999999999998,62.0
2010-08-06-05-00,1.9299999999999999,0.88,62.0
2010-08-06-06-00,5.2800000000000002,-0.23000000000000001,62.0
2010-08-06-06-59,7.8499999999999996,-3.3300000000000001,62.0
2010-08-06-08-00,13.800000000000001,-6.5899999999999999,62.0
2010-08-06-09-00,1.05,3.54,62.0
2010-08-06-09-59,-0.92000000000000004,-0.79000000000000004,62.0
2010-08-06-11-00,-1.97,-3.6000000000000001,62.0
2010-08-06-12-00,-3.8999999999999999,0.53000000000000003,62.0
2010-08-06-12-59,-6.7000000000000002,-0.59999999999999998,62.0
2010-08-06-14-00,-0.37,0.20000000000000001,62.0
2010-08-06-15-00,2.8500000000000001,4.1699999999999999,62.0
2010-08-06-15-59,3.6800000000000002,4.5099999999999998,62.0
2010-08-06-17-00,0.96999999999999997,4.8700000000000001,62.0
2010-08-06-18-00,6.04,3.2200000000000002,62.0
2010-08-06-18-59,1.79,8.8599999999999994,62.0
2010-08-06-20-00,0.14999999999999999,7.3399999999999999,62.0
2010-08-06-21-00,-2.6400000000000001,4.75,62.0
2010-08-06-21-59,1.3200000000000001,-0.96999999999999997,62.0
2010-08-06-23-00,-0.71999999999999997,0.31,62.0
2010-08-07-00-00,-4.1200000000000001,-6.9299999999999997,62.0
2010-08-07-00-59,2.3399999999999999,-0.88,62.0
2010-08-07-02-00,-7.0999999999999996,-1.03,62.0
2010-08-07-03-00,-1.8200000000000001,-0.53000000000000003,62.0
2010-08-07-03-59,-0.34999999999999998,4.0599999999999996,62.0
2010-08-07-05-00,-1.6000000000000001,2.9700000000000002,62.0
2010-08-07-06-00,-0.98999999999999999,8.3599999999999994,62.0
2010-08-07-06-59,3.7000000000000002,4.0999999999999996,62.0
2010-08-07-08-00,11.82,3.04,62.0
2010-08-07-09-00,-0.95999999999999996,0.45000000000000001,62.0
2010-08-07-09-59,-0.55000000000000004,2.2400000000000002,62.0
2010-08-07-11-00,1.5800000000000001,4.9400000000000004,62.0
2010-08-07-12-00,-0.80000000000000004,-1.8999999999999999,62.0
2010-08-07-12-59,0.88,-5.1600000000000001,62.0
2010-08-07-14-00,-0.029999999999999999,-6.6799999999999997,62.0
2010-08-07-15-00,-1.21,-6.1900000000000004,62.0
2010-08-07-15-59,1.29,-1.9199999999999999,62.0
2010-08-07-17-00,-3.5299999999999998,7.0899999999999999,62.0
2010-08-07-18-00,1.79,3.1299999999999999,62.0
2010-08-07-21-59,-0.81000000000000005,-6.4900000000000002,62.0
2010-08-07-23-00,-3.2999999999999998,0.59999999999999998,62.0
2010-08-08-00-00,0.42999999999999999,-2.8999999999999999,62.0
2010-08-08-00-59,-11.83,0.92000000000000004,62.0
2010-08-08-02-00,-2.4300000000000002,-1.6499999999999999,62.0
2010-08-08-03-00,0.13,-2.5699999999999998,62.0
2010-08-08-03-59,1.8100000000000001,-6.5499999999999998,62.0
2010-08-08-05-00,-1.1100000000000001,-0.12,62.0
2010-08-08-06-00,1.3500000000000001,-2.1099999999999999,62.0
2010-08-08-06-59,10.369999999999999,15.119999999999999,62.0
2010-08-08-09-00,19.920000000000002,-0.42999999999999999,62.0
2010-08-08-09-59,-8.5500000000000007,-4.2699999999999996,62.0
2010-08-08-11-00,-2.2599999999999998,3.0899999999999999,62.0
2010-08-08-12-00,-3.02,0.37,62.0
2010-08-08-12-59,2.4700000000000002,-1.6699999999999999,62.0
2010-08-08-14-00,-1.4199999999999999,-0.82999999999999996,62.0
2010-08-08-15-00,-5.4199999999999999,-2.8399999999999999,62.0
2010-08-08-15-59,0.27000000000000002,-6.2800000000000002,62.0
2010-08-08-17-00,-6.3200000000000003,-6.54,62.0
2010-08-08-18-00,-0.28000000000000003,0.23000000000000001,62.0
2010-08-08-18-59,2.02,-0.14000000000000001,62.0
2010-08-08-20-00,-0.22,4.3099999999999996,62.0
2010-08-08-21-00,-7.8600000000000003,9.7899999999999991,62.0
2010-08-08-21-59,-11.91,-10.57,62.0
2010-08-08-23-00,2.0499999999999998,-3.46,62.0
2010-08-09-00-00,-18.379999999999999,4.4199999999999999,62.0
2010-08-09-00-59,27.379999999999999,41.039999999999999,62.0
2010-08-09-03-00,-5.4400000000000004,-4.2000000000000002,62.0
2010-08-09-03-59,-8.1799999999999997,7.2999999999999998,62.0
2010-08-09-05-00,-15.25,-6.6500000000000004,62.0
2010-08-09-06-00,6.75,-3.8599999999999999,62.0
2010-08-09-06-59,1.02,-9.1799999999999997,62.0
2010-08-09-08-00,0.040000000000000001,-0.51000000000000001,62.0
2010-08-09-09-00,-6.25,-2.8700000000000001,62.0
2010-08-09-09-59,-1.2,-3.3700000000000001,62.0
2010-08-09-11-00,-0.44,-5.96,62.0
2010-08-09-12-00,0.27000000000000002,-5.5499999999999998,62.0
2010-08-09-12-59,1.95,-10.58,62.0
2010-08-09-14-00,-2.0699999999999998,-9.6699999999999999,62.0
2010-08-09-15-00,5.2599999999999998,-4.8200000000000003,62.0
2010-08-09-15-59,-1.3799999999999999,-3.8399999999999999,62.0
2010-08-09-17-00,-3.3300000000000001,-6.0800000000000001,62.0
2010-08-09-18-00,-2.0600000000000001,-5.0800000000000001,62.0
2010-08-09-18-59,-1.8500000000000001,-1.1699999999999999,62.0
2010-08-09-20-00,-0.62,-1.4299999999999999,62.0
2010-08-09-21-00,-0.67000000000000004,-1.97,62.0
2010-08-09-21-59,-2.3599999999999999,-1.21,62.0
2010-08-09-23-00,1.3,-0.87,62.0
2010-08-10-00-00,-1.54,-1.49,62.0
2010-08-10-00-59,-4.1500000000000004,-1.8400000000000001,62.0
2010-08-10-02-00,-3.6000000000000001,-1.5700000000000001,62.0
2010-08-10-03-00,-3.2000000000000002,-4.3700000000000001,62.0
2010-08-10-03-59,-2.7400000000000002,-1.3200000000000001,62.0
2010-08-10-05-00,-0.53000000000000003,-5.6799999999999997,62.0
2010-08-10-06-00,-0.84999999999999998,-3.1600000000000001,62.0
2010-08-10-06-59,1.6699999999999999,-2.8500000000000001,62.0
2010-08-10-08-00,-1.22,0.27000000000000002,62.0
2010-08-10-09-00,0.52000000000000002,0.35999999999999999,62.0
2010-08-10-09-59,-1.76,-0.40999999999999998,62.0
2010-08-10-11-00,0.95999999999999996,0.28000000000000003,62.0
2010-08-10-12-00,3.9700000000000002,-1.45,62.0
2010-08-10-12-59,-17.899999999999999,-1.48,62.0
2010-08-10-14-00,-3.6000000000000001,1.97,62.0
2010-08-10-15-00,-4.3700000000000001,-0.029999999999999999,62.0
2010-08-10-15-59,-2.4100000000000001,-4.25,62.0
2010-08-10-17-00,-8.5099999999999998,1.6799999999999999,62.0
2010-08-10-18-00,-4.1900000000000004,-9.5600000000000005,62.0
2010-08-10-18-59,-4.1900000000000004,-2.0600000000000001,62.0
2010-08-10-20-00,-0.10000000000000001,-1.8,62.0
2010-08-10-21-00,-1.24,-1.0900000000000001,62.0
2010-08-10-21-59,-4.1799999999999997,-1.01,62.0
2010-08-10-23-00,0.94999999999999996,-0.76000000000000001,62.0
2010-08-11-00-00,0.13,-1.52,62.0
2010-08-11-00-59,4.2000000000000002,-6.1699999999999999,62.0
2010-08-11-02-00,-7.79,-2.5899999999999999,62.0
2010-08-11-03-00,-4.7000000000000002,-4.5999999999999996,62.0
2010-08-11-03-59,-6.2199999999999998,-9.0099999999999998,62.0
2010-08-11-05-00,-2.46,-10.83,62.0
2010-08-11-06-00,0.84999999999999998,-3.6099999999999999,62.0
2010-08-11-06-59,-0.37,-3.02,62.0
2010-08-11-08-00,4.2400000000000002,0.81999999999999995,62.0
2010-08-11-09-00,8.8399999999999999,-8.1500000000000004,62.0
2010-08-11-11-00,3.6800000000000002,2.7400000000000002,62.0
2010-08-11-12-00,0.20999999999999999,3.9199999999999999,62.0
2010-08-11-12-59,-0.79000000000000004,4.1399999999999997,62.0
2010-08-11-14-00,-5.4699999999999998,0.90000000000000002,62.0
2010-08-11-15-00,-4.3200000000000003,0.51000000000000001,62.0
2010-08-11-15-59,-0.66000000000000003,-0.60999999999999999,62.0
2010-08-11-17-00,-0.14999999999999999,-6.6100000000000003,62.0
2010-08-11-18-00,1.1200000000000001,-5.6100000000000003,62.0
2010-08-11-18-59,-3.5899999999999999,-5.5300000000000002,62.0
2010-08-11-20-00,-1.72,1.27,62.0
2010-08-11-21-00,4.7599999999999998,2.96,62.0
2010-08-11-21-59,0.11,7.1200000000000001,62.0
2010-08-11-23-00,-3.4300000000000002,8.1699999999999999,62.0
2010-08-12-00-00,1.3,-5.1399999999999997,62.0
2010-08-12-00-59,3.4900000000000002,-4.0899999999999999,62.0
2010-08-12-02-00,0.80000000000000004,-3.1000000000000001,62.0
2010-08-12-03-00,-2.9100000000000001,-2.52,62.0
2010-08-12-03-59,-3.4100000000000001,-4.0199999999999996,62.0
2010-08-12-05-00,-2.7799999999999998,-5.0899999999999999,62.0
2010-08-12-06-00,1.1799999999999999,-4.0300000000000002,62.0
2010-08-12-06-59,-2.04,-6.2199999999999998,62.0
2010-08-12-08-00,2.25,0.14000000000000001,62.0
2010-08-12-09-00,4.8300000000000001,0.57999999999999996,62.0
2010-08-12-09-59,2.8700000000000001,3.0299999999999998,62.0
2010-08-12-11-00,-6.9500000000000002,-1.51,62.0
2010-08-12-12-00,2.7999999999999998,4.6699999999999999,62.0
2010-08-12-12-59,4.1299999999999999,1.21,62.0
2010-08-12-14-00,-0.38,-2.6099999999999999,62.0
2010-08-12-15-00,-0.87,1.2,62.0
2010-08-12-15-59,-1.8899999999999999,-2.4300000000000002,62.0
2010-08-12-17-00,-2.1099999999999999,-9.8900000000000006,62.0
2010-08-12-18-00,-2.6400000000000001,-8.0700000000000003,62.0
2010-08-12-18-59,2.9700000000000002,-5.1699999999999999,62.0
2010-08-12-20-00,1.8200000000000001,-6.2400000000000002,62.0
2010-08-12-21-00,3.9100000000000001,-3.0299999999999998,62.0
2010-08-12-21-59,2.9300000000000002,1.3799999999999999,62.0
2010-08-12-23-00,3.1699999999999999,0.20000000000000001,62.0
2010-08-13-00-00,-1.3,0.87,62.0
2010-08-13-00-59,1.75,-2.4100000000000001,62.0
2010-08-13-02-00,-1.3100000000000001,-5.4900000000000002,62.0
2010-08-13-03-00,-16.25,-3.9199999999999999,62.0
2010-08-13-03-59,-3.0899999999999999,-2.2599999999999998,62.0
2010-08-13-05-00,-2.0,-7.0499999999999998,62.0
2010-08-13-06-00,-0.71999999999999997,-5.7300000000000004,62.0
2010-08-13-06-59,1.04,-4.2800000000000002,62.0
2010-08-13-08-00,-0.79000000000000004,-2.6299999999999999,62.0
2010-08-13-09-00,4.0,-1.23,62.0
2010-08-13-09-59,6.2800000000000002,-0.46000000000000002,62.0
2010-08-13-11-00,3.0499999999999998,2.77,62.0
2010-08-13-12-00,4.2300000000000004,2.2799999999999998,62.0
2010-08-13-12-59,0.56999999999999995,5.1699999999999999,62.0
2010-08-13-14-00,0.63,4.25,62.0
2010-08-13-15-00,-0.059999999999999998,0.19,62.0
2010-08-13-15-59,2.5600000000000001,-0.92000000000000004,62.0
2010-08-13-17-00,-1.77,-8.5399999999999991,62.0
2010-08-13-18-00,-13.42,11.699999999999999,62.0
2010-08-13-18-59,-3.3399999999999999,2.1499999999999999,62.0
2010-08-13-20-00,-0.60999999999999999,-5.3899999999999997,62.0
2010-08-13-21-00,-1.8400000000000001,2.3799999999999999,62.0
2010-08-13-21-59,1.6899999999999999,3.8300000000000001,62.0
2010-08-13-23-00,0.56000000000000005,5.5800000000000001,62.0
2010-08-14-00-00,-2.0499999999999998,9.5099999999999998,62.0
2010-08-14-00-59,-2.8700000000000001,8.0199999999999996,62.0
2010-08-14-02-00,0.84999999999999998,6.71,62.0
2010-08-14-03-00,4.6600000000000001,0.11,62.0
2010-08-14-03-59,-1.03,0.32000000000000001,62.0
2010-08-14-05-00,-1.1499999999999999,-0.34000000000000002,62.0
2010-08-14-06-00,-0.37,-0.52000000000000002,62.0
2010-08-14-06-59,0.40000000000000002,-1.03,62.0
2010-08-14-08-00,-3.6800000000000002,-5.2400000000000002,62.0
2010-08-14-09-00,0.48999999999999999,-3.0899999999999999,62.0
2010-08-14-09-59,1.49,1.6899999999999999,62.0
2010-08-14-12-00,4.8799999999999999,10.390000000000001,62.0
2010-08-14-12-59,-1.0600000000000001,4.6900000000000004,62.0
2010-08-14-14-00,-2.2200000000000002,-0.23000000000000001,62.0
2010-08-14-15-59,5.21,-0.34999999999999998,62.0
2010-08-14-17-00,-2.1000000000000001,3.9700000000000002,62.0
2010-08-14-18-00,-0.57999999999999996,1.29,62.0
2010-08-14-18-59,0.95999999999999996,0.28000000000000003,62.0
2010-08-14-20-00,0.87,-1.2,62.0
2010-08-14-21-00,1.27,-0.78000000000000003,62.0
2010-08-14-21-59,0.81999999999999995,-4.2400000000000002,62.0
2010-08-14-23-00,-7.7199999999999998,-10.279999999999999,62.0
2010-08-15-00-00,-11.32,-2.27,62.0
2010-08-15-00-59,0.050000000000000003,-16.550000000000001,62.0
2010-08-15-02-00,2.8199999999999998,1.76,62.0
2010-08-15-03-00,-2.5,-11.050000000000001,62.0
2010-08-15-06-00,-8.6899999999999995,-3.79,62.0
2010-08-15-08-00,-10.68,-9.7899999999999991,62.0
2010-08-15-09-00,-8.0500000000000007,-3.8100000000000001,62.0
2010-08-15-09-59,-2.46,-10.83,62.0
2010-08-15-11-00,-4.3600000000000003,-3.98,62.0
2010-08-15-12-00,1.3400000000000001,-1.3799999999999999,62.0
2010-08-15-12-59,-0.65000000000000002,-2.0600000000000001,62.0
2010-08-15-14-00,-0.91000000000000003,0.26000000000000001,62.0
2010-08-15-15-00,-1.05,3.2400000000000002,62.0
2010-08-15-15-59,0.34000000000000002,0.62,62.0
2010-08-15-17-00,-2.5899999999999999,-3.9900000000000002,62.0
2010-08-15-18-00,-5.0800000000000001,1.3300000000000001,62.0
2010-08-15-18-59,-11.029999999999999,-7.1799999999999997,62.0
2010-08-15-20-00,-7.4800000000000004,-3.6499999999999999,62.0
2010-08-15-21-00,-16.07,-1.6799999999999999,62.0
2010-08-15-23-00,6.7199999999999998,1.96,62.0
2010-08-16-00-00,-0.64000000000000001,-5.29,62.0
2010-08-16-00-59,-2.3700000000000001,-2.5699999999999998,62.0
2010-08-16-02-00,-1.49,-1.6899999999999999,62.0
2010-08-16-03-00,-0.93000000000000005,-0.38,62.0
2010-08-16-03-59,-1.8300000000000001,-2.3100000000000001,62.0
2010-08-16-05-00,3.6899999999999999,-8.7100000000000009,62.0
2010-08-16-06-00,-7.04,-6.2199999999999998,62.0
2010-08-16-06-59,-7.4100000000000001,-4.25,62.0
2010-08-16-08-00,-3.8300000000000001,-4.3499999999999996,62.0
2010-08-16-09-00,-4.5800000000000001,-3.9399999999999999,62.0
2010-08-16-09-59,-8.0600000000000005,-3.0899999999999999,62.0
2010-08-16-11-00,-0.81999999999999995,-10.029999999999999,62.0
2010-08-16-12-00,4.5300000000000002,-14.41,62.0
2010-08-16-12-59,1.6100000000000001,-6.9299999999999997,62.0
2010-08-16-14-00,0.040000000000000001,-4.7800000000000002,62.0
2010-08-16-15-00,-1.29,-2.3599999999999999,62.0
2010-08-16-15-59,1.1599999999999999,-0.39000000000000001,62.0
2010-08-16-17-00,-1.97,-3.6000000000000001,62.0
2010-08-16-18-00,1.72,-3.04,62.0
2010-08-16-18-59,-0.14000000000000001,-5.5599999999999996,62.0
2010-08-16-20-00,-7.9299999999999997,13.93,62.0
2010-08-16-21-00,-11.300000000000001,-7.6799999999999997,62.0
2010-08-16-21-59,-12.93,-9.9299999999999997,62.0
2010-08-16-23-00,-13.130000000000001,-6.7599999999999998,62.0
2010-08-17-00-00,-0.60999999999999999,-7.8899999999999997,62.0
2010-08-17-00-59,0.67000000000000004,-3.3500000000000001,62.0
2010-08-17-02-00,-4.0700000000000003,-3.8999999999999999,62.0
2010-08-17-03-00,2.0299999999999998,-8.3699999999999992,62.0
