,current speed,direction,u,v
2003-02-16-21-00,10.56,129.56,8.1400000000000006,-6.7300000000000004
2003-02-16-21-59,8.2100000000000009,186.87,-0.97999999999999998,-8.1500000000000004
2003-02-16-23-00,11.44,201.99000000000001,-4.2800000000000002,-10.609999999999999
2003-02-17-00-00,11.44,209.02000000000001,-5.5499999999999998,-10.0
2003-02-17-00-59,18.18,207.97,-8.5299999999999994,-16.059999999999999
2003-02-17-02-00,25.219999999999999,242.06999999999999,-22.289999999999999,-11.81
2003-02-17-03-00,19.059999999999999,228.36000000000001,-14.25,-12.67
2003-02-17-03-59,10.56,226.25,-7.6299999999999999,-7.2999999999999998
2003-02-17-05-00,9.0899999999999999,188.28,-1.3100000000000001,-9.0
2003-02-17-06-00,6.1600000000000001,212.19,-3.2799999999999998,-5.21
2003-02-17-06-59,5.2800000000000002,235.03999999999999,-4.3300000000000001,-3.02
2003-02-17-08-00,2.0499999999999998,250.16,-1.9299999999999999,-0.69999999999999996
2003-02-17-09-00,4.9900000000000002,270.55000000000001,-4.9900000000000002,0.050000000000000003
2003-02-17-09-59,10.56,268.80000000000001,-10.56,-0.22
2003-02-17-11-00,19.359999999999999,268.08999999999997,-19.350000000000001,-0.64000000000000001
2003-02-17-12-00,24.93,253.68000000000001,-23.93,-7.0099999999999998
2003-02-17-12-59,33.729999999999997,242.06999999999999,-29.800000000000001,-15.800000000000001
2003-02-17-14-00,39.600000000000001,252.62,-37.789999999999999,-11.83
2003-02-17-15-00,24.050000000000001,231.53,-18.829999999999998,-14.960000000000001
2003-02-17-15-59,23.760000000000002,238.56,-20.27,-12.390000000000001
2003-02-17-17-00,20.530000000000001,223.78999999999999,-14.210000000000001,-14.82
2003-02-17-18-00,14.08,207.97,-6.5999999999999996,-12.43
2003-02-17-18-59,19.359999999999999,235.38999999999999,-15.93,-10.99
2003-02-17-20-00,7.3300000000000001,297.98000000000002,-6.4800000000000004,3.4399999999999999
2003-02-17-21-00,6.1600000000000001,250.50999999999999,-5.8099999999999996,-2.0499999999999998
2003-02-17-21-59,16.719999999999999,241.37,-14.67,-8.0099999999999998
2003-02-17-23-00,28.739999999999998,250.16,-27.039999999999999,-9.75
2003-02-18-00-00,34.32,255.08000000000001,-33.159999999999997,-8.8300000000000001
2003-02-18-00-59,30.210000000000001,253.33000000000001,-28.940000000000001,-8.6699999999999999
2003-02-18-02-00,47.509999999999998,242.06999999999999,-41.979999999999997,-22.25
2003-02-18-03-00,44.289999999999999,230.81999999999999,-34.329999999999998,-27.98
2003-02-18-03-59,29.620000000000001,227.31,-21.77,-20.09
2003-02-18-05-00,34.020000000000003,215.69999999999999,-19.859999999999999,-27.629999999999999
2003-02-18-06-00,18.48,202.69999999999999,-7.1299999999999999,-17.050000000000001
2003-02-18-06-59,18.77,187.58000000000001,-2.4700000000000002,-18.609999999999999
2003-02-18-08-00,19.649999999999999,191.80000000000001,-4.0199999999999996,-19.239999999999998
2003-02-18-09-00,17.300000000000001,165.78,4.25,-16.77
2003-02-18-09-59,14.960000000000001,213.59,-8.2799999999999994,-12.460000000000001
2003-02-18-11-00,24.050000000000001,209.38,-11.800000000000001,-20.960000000000001
2003-02-18-12-00,34.899999999999999,205.50999999999999,-15.029999999999999,-31.5
2003-02-18-12-59,31.969999999999999,198.83000000000001,-10.32,-30.260000000000002
2003-02-18-14-00,39.600000000000001,220.97999999999999,-25.969999999999999,-29.890000000000001
2003-02-18-15-00,37.25,196.72,-10.720000000000001,-35.670000000000002
2003-02-18-15-59,32.850000000000001,200.94,-11.74,-30.68
2003-02-18-17-00,34.020000000000003,194.61000000000001,-8.5800000000000001,-32.920000000000002
2003-02-18-18-00,33.729999999999997,198.83000000000001,-10.890000000000001,-31.920000000000002
2003-02-18-18-59,23.170000000000002,195.31,-6.1200000000000001,-22.350000000000001
2003-02-18-20-00,21.41,195.66,-5.7800000000000002,-20.620000000000001
2003-02-18-21-00,16.129999999999999,169.63999999999999,2.8999999999999999,-15.869999999999999
2003-02-18-21-59,16.129999999999999,175.62,1.23,-16.079999999999998
2003-02-18-23-00,12.029999999999999,177.03,0.62,-12.01
2003-02-19-00-00,12.32,209.02000000000001,-5.9800000000000004,-10.77
2003-02-19-00-59,22.0,218.52000000000001,-13.699999999999999,-17.210000000000001
2003-02-19-02-00,34.899999999999999,219.22,-22.07,-27.039999999999999
2003-02-19-03-00,33.729999999999997,216.75999999999999,-20.190000000000001,-27.02
2003-02-19-03-59,31.09,205.50999999999999,-13.390000000000001,-28.059999999999999
2003-02-19-05-00,29.620000000000001,209.02000000000001,-14.369999999999999,-25.899999999999999
2003-02-19-06-00,20.530000000000001,218.87,-12.880000000000001,-15.99
2003-02-19-06-59,18.18,188.63,-2.73,-17.98
2003-02-19-08-00,12.32,191.44,-2.4399999999999999,-12.07
2003-02-19-09-00,19.059999999999999,170.34999999999999,3.2000000000000002,-18.789999999999999
2003-02-19-09-59,17.300000000000001,176.33000000000001,1.1100000000000001,-17.27
2003-02-19-11-00,16.129999999999999,195.66,-4.3600000000000003,-15.529999999999999
2003-02-19-12-00,28.739999999999998,237.5,-24.239999999999998,-15.44
2003-02-19-12-59,37.539999999999999,239.61000000000001,-32.390000000000001,-18.989999999999998
2003-02-19-14-00,31.09,250.50999999999999,-29.309999999999999,-10.369999999999999
2003-02-19-15-00,26.399999999999999,247.34999999999999,-24.359999999999999,-10.17
2003-02-19-15-59,30.5,240.31999999999999,-26.5,-15.109999999999999
2003-02-19-17-00,24.640000000000001,224.13999999999999,-17.16,-17.68
2003-02-19-18-00,16.129999999999999,226.59999999999999,-11.720000000000001,-11.08
2003-02-19-18-59,9.3900000000000006,211.49000000000001,-4.9000000000000004,-8.0
2003-02-19-20-00,6.75,132.02000000000001,5.0099999999999998,-4.5199999999999996
2003-02-19-21-00,2.0499999999999998,70.489999999999995,1.9399999999999999,0.68999999999999995
2003-02-19-21-59,7.04,54.670000000000002,5.7400000000000002,4.0700000000000003
2003-02-19-23-00,5.5700000000000003,38.850000000000001,3.5,4.3399999999999999
2003-02-20-00-00,9.6799999999999997,206.91,-4.3799999999999999,-8.6300000000000008
2003-02-20-00-59,7.6299999999999999,261.06,-7.5300000000000002,-1.1799999999999999
2003-02-20-02-00,16.719999999999999,260.36000000000001,-16.48,-2.7999999999999998
2003-02-20-03-00,22.289999999999999,261.75999999999999,-22.059999999999999,-3.1899999999999999
2003-02-20-03-59,17.300000000000001,235.38999999999999,-14.24,-9.8300000000000001
2003-02-20-05-00,15.84,236.80000000000001,-13.25,-8.6699999999999999
2003-02-20-06-00,11.44,215.0,-6.5599999999999996,-9.3699999999999992
2003-02-20-06-59,12.029999999999999,172.81,1.51,-11.93
2003-02-20-08-00,19.359999999999999,142.91999999999999,11.67,-15.44
2003-02-20-09-00,9.6799999999999997,148.55000000000001,5.0499999999999998,-8.2599999999999998
2003-02-20-09-59,12.609999999999999,126.75,10.109999999999999,-7.5499999999999998
2003-02-20-11-00,7.9199999999999999,119.01000000000001,6.9299999999999997,-3.8399999999999999
2003-02-20-12-00,5.5700000000000003,199.18000000000001,-1.8300000000000001,-5.2599999999999998
2003-02-20-12-59,13.49,206.56,-6.0300000000000002,-12.07
2003-02-20-14-00,21.41,241.37,-18.789999999999999,-10.26
2003-02-20-15-00,27.57,233.99000000000001,-22.300000000000001,-16.210000000000001
2003-02-20-15-59,31.09,239.25999999999999,-26.719999999999999,-15.890000000000001
2003-02-20-17-00,29.039999999999999,230.47,-22.399999999999999,-18.48
2003-02-20-18-00,25.52,228.71000000000001,-19.170000000000002,-16.84
2003-02-20-18-59,15.84,233.63999999999999,-12.75,-9.3900000000000006
2003-02-20-20-00,9.3900000000000006,219.91999999999999,-6.0199999999999996,-7.2000000000000002
2003-02-20-21-00,1.76,160.84999999999999,0.57999999999999996,-1.6599999999999999
2003-02-20-21-59,6.4500000000000002,75.769999999999996,6.25,1.5900000000000001
2003-02-20-23-00,10.56,30.41,5.3399999999999999,9.1099999999999994
2003-02-21-00-00,9.0899999999999999,55.369999999999997,7.4800000000000004,5.1699999999999999
2003-02-21-00-59,2.9300000000000002,185.81999999999999,-0.29999999999999999,-2.9199999999999999
2003-02-21-02-00,7.3300000000000001,306.76999999999998,-5.8700000000000001,4.3899999999999997
2003-02-21-03-00,2.0499999999999998,147.49000000000001,1.1000000000000001,-1.73
2003-02-21-03-59,10.85,257.54000000000002,-10.6,-2.3399999999999999
2003-02-21-05-00,10.27,223.09,-7.0099999999999998,-7.5
2003-02-21-06-00,13.199999999999999,211.13,-6.8200000000000003,-11.300000000000001
2003-02-21-06-59,13.789999999999999,180.53999999999999,-0.13,-13.779999999999999
2003-02-21-08-00,11.44,136.59,7.8600000000000003,-8.3100000000000005
2003-02-21-09-00,14.66,133.43000000000001,10.65,-10.08
2003-02-21-09-59,14.08,104.95,13.6,-3.6299999999999999
2003-02-21-11-00,18.18,104.95,17.57,-4.6900000000000004
2003-02-21-12-00,10.85,77.530000000000001,10.6,2.3399999999999999
2003-02-21-12-59,2.3500000000000001,120.77,2.02,-1.2
2003-02-21-14-00,3.23,345.05000000000001,-0.82999999999999996,3.1200000000000001
2003-02-21-15-00,9.9700000000000006,306.42000000000002,-8.0199999999999996,5.9199999999999999
2003-02-21-15-59,14.960000000000001,262.12,-14.82,-2.0499999999999998
2003-02-21-17-00,19.940000000000001,262.47000000000003,-19.77,-2.6099999999999999
2003-02-21-18-00,17.600000000000001,249.81,-16.52,-6.0700000000000003
2003-02-21-18-59,12.029999999999999,245.59,-10.949999999999999,-4.9699999999999998
2003-02-21-20-00,4.4000000000000004,256.13999999999999,-4.2699999999999996,-1.05
2003-02-21-21-00,6.4500000000000002,111.28,6.0099999999999998,-2.3399999999999999
2003-02-21-21-59,15.84,72.599999999999994,15.109999999999999,4.7400000000000002
2003-02-21-23-00,8.2100000000000009,60.299999999999997,7.1299999999999999,4.0700000000000003
2003-02-22-00-00,17.300000000000001,60.299999999999997,15.029999999999999,8.5700000000000003
2003-02-22-00-59,12.32,44.479999999999997,8.6300000000000008,8.7899999999999991
2003-02-22-02-00,4.1100000000000003,66.980000000000004,3.7799999999999998,1.6100000000000001
2003-02-22-03-00,9.0899999999999999,308.18000000000001,-7.1500000000000004,5.6200000000000001
2003-02-22-03-59,10.27,277.23000000000002,-10.18,1.29
2003-02-22-05-00,18.77,265.63,-18.719999999999999,-1.4299999999999999
2003-02-22-06-00,18.77,255.78999999999999,-18.199999999999999,-4.6100000000000003
2003-02-22-06-59,14.08,239.96000000000001,-12.19,-7.0499999999999998
2003-02-22-08-00,12.91,239.96000000000001,-11.17,-6.46
2003-02-22-09-00,4.4000000000000004,226.59999999999999,-3.2000000000000002,-3.02
2003-02-22-09-59,3.52,119.37,3.0699999999999998,-1.73
2003-02-22-11-00,11.15,73.659999999999997,10.699999999999999,3.1400000000000001
2003-02-22-12-00,15.539999999999999,78.930000000000007,15.26,2.98
2003-02-22-12-59,9.0899999999999999,80.340000000000003,8.9600000000000009,1.53
2003-02-22-14-00,2.6400000000000001,336.30000000000001,-1.0600000000000001,2.4199999999999999
2003-02-22-15-00,8.2100000000000009,275.48000000000002,-8.1699999999999999,0.78000000000000003
2003-02-22-15-59,12.32,252.97,-11.779999999999999,-3.6099999999999999
2003-02-22-17-00,17.010000000000002,254.72999999999999,-16.41,-4.4800000000000004
2003-02-22-18-00,22.0,252.27000000000001,-20.949999999999999,-6.7000000000000002
2003-02-22-18-59,19.940000000000001,247.69999999999999,-18.449999999999999,-7.5700000000000003
2003-02-22-20-00,19.059999999999999,231.88,-15.0,-11.77
2003-02-22-21-00,19.059999999999999,222.74000000000001,-12.94,-14.0
2003-02-22-21-59,9.6799999999999997,212.19,-5.1600000000000001,-8.1899999999999995
2003-02-22-23-00,0.88,136.94999999999999,0.59999999999999998,-0.64000000000000001
2003-02-23-00-00,6.4500000000000002,170.0,1.1200000000000001,-6.3499999999999996
2003-02-23-00-59,6.4500000000000002,186.52000000000001,-0.72999999999999998,-6.4100000000000001
2003-02-23-02-00,11.44,270.19999999999999,-11.44,0.040000000000000001
2003-02-23-03-00,24.640000000000001,241.02000000000001,-21.550000000000001,-11.94
2003-02-23-03-59,20.82,231.53,-16.300000000000001,-12.960000000000001
2003-02-23-05-00,28.449999999999999,228.00999999999999,-21.149999999999999,-19.030000000000001
2003-02-23-06-00,30.210000000000001,236.80000000000001,-25.280000000000001,-16.539999999999999
2003-02-23-06-59,31.379999999999999,243.47999999999999,-28.079999999999998,-14.01
2003-02-23-08-00,30.210000000000001,241.02000000000001,-26.43,-14.640000000000001
2003-02-23-09-00,12.91,218.52000000000001,-8.0399999999999991,-10.1
2003-02-23-09-59,11.15,197.77000000000001,-3.3999999999999999,-10.609999999999999
2003-02-23-11-00,12.609999999999999,191.44,-2.5,-12.359999999999999
2003-02-23-12-00,7.3300000000000001,153.47,3.2799999999999998,-6.5599999999999996
2003-02-23-12-59,12.32,145.74000000000001,6.9400000000000004,-10.18
2003-02-23-14-00,12.91,151.00999999999999,6.25,-11.289999999999999
2003-02-23-15-00,16.129999999999999,176.68000000000001,0.93999999999999995,-16.100000000000001
2003-02-23-15-59,21.699999999999999,192.84999999999999,-4.8300000000000001,-21.16
2003-02-23-17-00,27.280000000000001,203.75,-10.99,-24.969999999999999
2003-02-23-18-00,27.859999999999999,207.62,-12.92,-24.690000000000001
2003-02-23-18-59,30.800000000000001,221.33000000000001,-20.34,-23.129999999999999
2003-02-23-20-00,31.68,217.11000000000001,-19.109999999999999,-25.260000000000002
2003-02-23-21-00,27.859999999999999,207.97,-13.07,-24.609999999999999
2003-02-23-21-59,17.600000000000001,206.21000000000001,-7.7699999999999996,-15.789999999999999
2003-02-23-23-00,11.73,182.30000000000001,-0.46999999999999997,-11.720000000000001
2003-02-24-00-00,9.9700000000000006,154.53,4.29,-9.0
2003-02-24-00-59,22.0,111.98,20.399999999999999,-8.2300000000000004
2003-02-24-02-00,31.09,102.14,30.390000000000001,-6.54
2003-02-24-03-00,27.57,128.50999999999999,21.57,-17.170000000000002
2003-02-24-03-59,24.34,153.47,10.869999999999999,-21.780000000000001
2003-02-24-05-00,41.939999999999998,200.22999999999999,-14.51,-39.350000000000001
2003-02-24-06-00,39.600000000000001,190.03999999999999,-6.9000000000000004,-38.990000000000002
2003-02-24-06-59,43.409999999999997,215.34999999999999,-25.120000000000001,-35.399999999999999
2003-02-24-08-00,43.409999999999997,210.43000000000001,-21.989999999999998,-37.43
2003-02-24-09-00,41.359999999999999,204.44999999999999,-17.120000000000001,-37.649999999999999
2003-02-24-09-59,37.840000000000003,203.40000000000001,-15.029999999999999,-34.719999999999999
2003-02-24-11-00,35.490000000000002,206.91,-16.059999999999999,-31.649999999999999
2003-02-24-12-00,19.059999999999999,188.97999999999999,-2.98,-18.829999999999998
2003-02-24-12-59,16.129999999999999,195.66,-4.3600000000000003,-15.529999999999999
2003-02-24-14-00,8.5099999999999998,171.75,1.22,-8.4199999999999999
2003-02-24-15-00,28.449999999999999,188.28,-4.0999999999999996,-28.149999999999999
2003-02-24-15-59,19.649999999999999,220.28,-12.699999999999999,-14.99
2003-02-24-17-00,21.41,213.94999999999999,-11.960000000000001,-17.760000000000002
2003-02-24-18-00,29.329999999999998,226.25,-21.190000000000001,-20.280000000000001
2003-02-24-18-59,23.170000000000002,234.69,-18.91,-13.390000000000001
2003-02-24-20-00,36.960000000000001,247.34999999999999,-34.109999999999999,-14.23
2003-02-24-21-00,29.329999999999998,259.64999999999998,-28.850000000000001,-5.2699999999999996
2003-02-24-21-59,27.57,255.78999999999999,-26.73,-6.7699999999999996
2003-02-24-23-00,13.789999999999999,270.19999999999999,-13.789999999999999,0.050000000000000003
2003-02-25-00-00,4.1100000000000003,211.13,-2.1200000000000001,-3.5099999999999998
2003-02-25-00-59,2.3500000000000001,181.59999999999999,-0.070000000000000007,-2.3500000000000001
2003-02-25-02-00,16.129999999999999,71.549999999999997,15.300000000000001,5.1100000000000003
2003-02-25-03-00,14.960000000000001,89.829999999999998,14.960000000000001,0.040000000000000001
2003-02-25-03-59,22.879999999999999,107.06,21.870000000000001,-6.71
2003-02-25-05-00,20.530000000000001,138.0,13.74,-15.26
2003-02-25-06-00,17.600000000000001,169.28999999999999,3.27,-17.289999999999999
2003-02-25-06-59,17.600000000000001,182.65000000000001,-0.81000000000000005,-17.579999999999998
2003-02-25-08-00,23.460000000000001,200.59,-8.25,-21.969999999999999
2003-02-25-09-00,30.800000000000001,203.40000000000001,-12.23,-28.260000000000002
2003-02-25-09-59,29.920000000000002,200.22999999999999,-10.35,-28.07
2003-02-25-11-00,26.100000000000001,193.55000000000001,-6.1200000000000001,-25.379999999999999
2003-02-25-12-00,24.34,174.22,2.4500000000000002,-24.219999999999999
2003-02-25-12-59,17.300000000000001,156.99000000000001,6.7699999999999996,-15.93
2003-02-25-14-00,16.129999999999999,139.41,10.5,-12.25
2003-02-25-15-00,18.48,120.42,15.93,-9.3599999999999994
2003-02-25-15-59,19.359999999999999,112.33,17.91,-7.3600000000000003
2003-02-25-17-00,15.539999999999999,152.41999999999999,7.2000000000000002,-13.779999999999999
2003-02-25-18-00,6.1600000000000001,168.59,1.22,-6.04
2003-02-25-18-59,8.5099999999999998,156.99000000000001,3.3300000000000001,-7.8300000000000001
2003-02-25-20-00,12.609999999999999,186.87,-1.51,-12.52
2003-02-25-21-00,17.600000000000001,190.03999999999999,-3.0699999999999998,-17.329999999999998
2003-02-25-21-59,18.77,162.25999999999999,5.7199999999999998,-17.879999999999999
2003-02-25-23-00,9.9700000000000006,185.12,-0.89000000000000001,-9.9299999999999997
2003-02-26-00-00,17.300000000000001,174.56999999999999,1.6399999999999999,-17.23
2003-02-26-00-59,10.85,176.68000000000001,0.63,-10.83
2003-02-26-02-00,2.6400000000000001,165.78,0.65000000000000002,-2.5600000000000001
2003-02-26-03-00,13.789999999999999,129.91,10.57,-8.8499999999999996
2003-02-26-03-59,12.029999999999999,130.97,9.0800000000000001,-7.8799999999999999
2003-02-26-05-00,8.8000000000000007,122.88,7.3899999999999997,-4.7800000000000002
2003-02-26-06-00,19.649999999999999,174.91999999999999,1.74,-19.57
2003-02-26-06-59,11.73,186.87,-1.3999999999999999,-11.65
2003-02-26-08-00,18.77,206.56,-8.3900000000000006,-16.789999999999999
2003-02-26-09-00,18.18,210.08000000000001,-9.1099999999999994,-15.74
2003-02-26-09-59,23.760000000000002,219.91999999999999,-15.25,-18.219999999999999
2003-02-26-11-00,15.25,203.05000000000001,-5.9699999999999998,-14.029999999999999
2003-02-26-12-00,9.3900000000000006,196.37,-2.6400000000000001,-9.0099999999999998
2003-02-26-12-59,5.2800000000000002,156.99000000000001,2.0600000000000001,-4.8600000000000003
2003-02-26-14-00,6.4500000000000002,90.180000000000007,6.4500000000000002,-0.02
2003-02-26-15-00,11.44,92.290000000000006,11.43,-0.46000000000000002
2003-02-26-15-59,12.32,75.769999999999996,11.94,3.0299999999999998
2003-02-26-17-00,12.91,68.030000000000001,11.970000000000001,4.8300000000000001
2003-02-26-18-00,15.84,97.569999999999993,15.699999999999999,-2.0899999999999999
2003-02-26-18-59,9.0899999999999999,104.25,8.8100000000000005,-2.2400000000000002
2003-02-26-20-00,5.5700000000000003,116.55,4.9800000000000004,-2.4900000000000002
2003-02-26-21-00,4.6900000000000004,146.09,2.6200000000000001,-3.8900000000000001
2003-02-26-21-59,5.2800000000000002,157.69,2.0,-4.8799999999999999
2003-02-26-23-00,8.2100000000000009,170.34999999999999,1.3799999999999999,-8.0999999999999996
2003-02-27-00-00,9.0899999999999999,170.34999999999999,1.52,-8.9600000000000009
2003-02-27-00-59,7.04,149.59999999999999,3.5600000000000001,-6.0700000000000003
2003-02-27-02-00,11.44,102.48999999999999,11.17,-2.4700000000000002
2003-02-27-03-00,17.300000000000001,80.340000000000003,17.059999999999999,2.8999999999999999
2003-02-27-03-59,20.239999999999998,85.260000000000005,20.170000000000002,1.6699999999999999
2003-02-27-05-00,19.359999999999999,78.579999999999998,18.969999999999999,3.8300000000000001
2003-02-27-06-00,16.420000000000002,83.849999999999994,16.329999999999998,1.76
2003-02-27-06-59,4.9900000000000002,88.069999999999993,4.9800000000000004,0.17000000000000001
2003-02-27-08-00,1.47,109.87,1.3799999999999999,-0.5
2003-02-27-09-00,3.8100000000000001,201.99000000000001,-1.4299999999999999,-3.54
2003-02-27-09-59,8.5099999999999998,220.63,-5.54,-6.46
2003-02-27-11-00,6.75,253.33000000000001,-6.46,-1.9399999999999999
2003-02-27-12-00,8.2100000000000009,240.31999999999999,-7.1299999999999999,-4.0700000000000003
2003-02-27-12-59,3.23,230.12,-2.48,-2.0699999999999998
2003-02-27-14-00,5.2800000000000002,123.59,4.4000000000000004,-2.9199999999999999
2003-02-27-15-00,7.04,100.03,6.9299999999999997,-1.23
2003-02-27-15-59,11.44,86.319999999999993,11.42,0.73999999999999999
2003-02-27-17-00,14.08,62.060000000000002,12.44,6.5999999999999996
2003-02-27-18-00,15.539999999999999,63.460000000000001,13.91,6.9500000000000002
2003-02-27-18-59,17.600000000000001,64.159999999999997,15.84,7.6699999999999999
2003-02-27-20-00,11.44,56.780000000000001,9.5700000000000003,6.2699999999999996
2003-02-27-21-00,9.6799999999999997,76.469999999999999,9.4100000000000001,2.2599999999999998
2003-02-27-21-59,4.1100000000000003,75.769999999999996,3.98,1.01
2003-02-27-23-00,4.6900000000000004,142.56999999999999,2.8500000000000001,-3.73
2003-02-28-00-00,6.1600000000000001,203.75,-2.48,-5.6399999999999997
2003-02-28-00-59,0.58999999999999997,233.63999999999999,-0.46999999999999997,-0.34999999999999998
2003-02-28-02-00,1.47,114.8,1.3300000000000001,-0.62
2003-02-28-03-00,8.5099999999999998,103.90000000000001,8.2599999999999998,-2.04
2003-02-28-03-59,12.029999999999999,82.450000000000003,11.92,1.5800000000000001
2003-02-28-05-00,14.66,101.08,14.390000000000001,-2.8199999999999998
2003-02-28-06-00,13.199999999999999,97.569999999999993,13.08,-1.74
2003-02-28-06-59,11.15,85.609999999999999,11.109999999999999,0.84999999999999998
2003-02-28-08-00,2.9300000000000002,132.02000000000001,2.1800000000000002,-1.96
2003-02-28-09-00,1.76,287.07999999999998,-1.6799999999999999,0.52000000000000002
2003-02-28-09-59,12.609999999999999,259.30000000000001,-12.390000000000001,-2.3399999999999999
2003-02-28-11-00,20.82,250.50999999999999,-19.629999999999999,-6.9500000000000002
2003-02-28-12-00,22.579999999999998,241.72,-19.890000000000001,-10.699999999999999
2003-02-28-12-59,11.73,234.69,-9.5700000000000003,-6.7800000000000002
2003-02-28-14-00,6.1600000000000001,213.59,-3.4100000000000001,-5.1299999999999999
2003-02-28-15-00,4.6900000000000004,180.53999999999999,-0.040000000000000001,-4.6900000000000004
2003-02-28-15-59,0.88,231.16999999999999,-0.68999999999999995,-0.55000000000000004
2003-02-28-17-00,5.8700000000000001,107.41,5.5999999999999996,-1.76
2003-02-28-18-00,14.960000000000001,52.210000000000001,11.82,9.1699999999999999
2003-02-28-18-59,14.66,75.060000000000002,14.17,3.7799999999999998
2003-02-28-20-00,9.0899999999999999,98.269999999999996,9.0,-1.3100000000000001
2003-02-28-21-00,3.52,155.93000000000001,1.4399999999999999,-3.21
2003-02-28-21-59,3.23,108.11,3.0699999999999998,-1.0
2003-02-28-23-00,9.3900000000000006,189.69,-1.5800000000000001,-9.25
2003-03-01-00-00,9.0899999999999999,213.24000000000001,-4.9800000000000004,-7.5999999999999996
2003-03-01-00-59,14.369999999999999,190.03999999999999,-2.5,-14.15
2003-03-01-02-00,13.49,179.13999999999999,0.20000000000000001,-13.49
2003-03-01-03-00,11.44,173.50999999999999,1.29,-11.369999999999999
2003-03-01-03-59,8.8000000000000007,154.53,3.7799999999999998,-7.9400000000000004
2003-03-01-05-00,6.4500000000000002,129.91,4.9500000000000002,-4.1399999999999997
2003-03-01-06-00,11.15,89.480000000000004,11.140000000000001,0.10000000000000001
2003-03-01-06-59,12.91,111.98,11.970000000000001,-4.8300000000000001
2003-03-01-08-00,8.8000000000000007,107.06,8.4100000000000001,-2.5800000000000001
2003-03-01-09-00,11.15,104.59999999999999,10.789999999999999,-2.8100000000000001
2003-03-01-09-59,12.609999999999999,117.95999999999999,11.140000000000001,-5.9100000000000001
2003-03-01-11-00,7.04,103.19,6.8499999999999996,-1.6100000000000001
2003-03-01-12-00,5.5700000000000003,151.36000000000001,2.6699999999999999,-4.8899999999999997
2003-03-01-12-59,14.08,223.78999999999999,-9.7400000000000002,-10.16
2003-03-01-14-00,10.56,248.40000000000001,-9.8200000000000003,-3.8900000000000001
2003-03-01-15-00,2.0499999999999998,201.63999999999999,-0.76000000000000001,-1.9099999999999999
2003-03-01-15-59,5.2800000000000002,85.609999999999999,5.2599999999999998,0.40000000000000002
2003-03-01-17-00,10.56,71.200000000000003,10.0,3.3999999999999999
2003-03-01-18-00,11.44,151.71000000000001,5.4199999999999999,-10.07
2003-03-01-18-59,16.129999999999999,80.340000000000003,15.9,2.71
2003-03-01-20-00,15.539999999999999,75.769999999999996,15.07,3.8199999999999998
2003-03-01-21-00,12.91,92.640000000000001,12.890000000000001,-0.59999999999999998
2003-03-01-21-59,3.8100000000000001,51.859999999999999,3.0,2.3500000000000001
2003-03-01-23-00,5.2800000000000002,314.5,-3.77,3.7000000000000002
2003-03-02-00-00,4.9900000000000002,33.579999999999998,2.7599999999999998,4.1500000000000004
2003-03-02-00-59,3.52,4.7400000000000002,0.28999999999999998,3.5099999999999998
2003-03-02-02-00,6.1600000000000001,256.49000000000001,-5.9900000000000002,-1.4399999999999999
2003-03-02-03-00,3.23,169.63999999999999,0.57999999999999996,-3.1699999999999999
2003-03-02-03-59,4.4000000000000004,81.390000000000001,4.3499999999999996,0.66000000000000003
2003-03-02-05-00,11.44,69.790000000000006,10.73,3.9500000000000002
2003-03-02-06-00,15.84,58.539999999999999,13.51,8.2699999999999996
2003-03-02-06-59,14.960000000000001,70.140000000000001,14.07,5.0800000000000001
2003-03-02-08-00,19.359999999999999,77.170000000000002,18.870000000000001,4.2999999999999998
2003-03-02-09-00,14.369999999999999,67.329999999999998,13.26,5.54
2003-03-02-09-59,7.6299999999999999,101.79000000000001,7.4699999999999998,-1.5600000000000001
2003-03-02-11-00,3.23,332.79000000000002,-1.48,2.8700000000000001
2003-03-02-12-00,7.3300000000000001,318.72000000000003,-4.8399999999999999,5.5099999999999998
2003-03-02-12-59,12.029999999999999,275.48000000000002,-11.970000000000001,1.1499999999999999
2003-03-02-14-00,15.539999999999999,258.60000000000002,-15.24,-3.0699999999999998
2003-03-02-15-00,14.369999999999999,278.29000000000002,-14.220000000000001,2.0699999999999998
2003-03-02-15-59,6.75,276.88,-6.7000000000000002,0.81000000000000005
2003-03-02-17-00,7.3300000000000001,352.79000000000002,-0.92000000000000004,7.2699999999999996
2003-03-02-18-00,5.5700000000000003,1.9299999999999999,0.19,5.5700000000000003
2003-03-02-18-59,14.66,32.869999999999997,7.96,12.32
2003-03-02-20-00,18.77,49.75,14.33,12.130000000000001
2003-03-02-21-00,24.93,70.140000000000001,23.449999999999999,8.4700000000000006
2003-03-02-21-59,11.73,123.23,9.8100000000000005,-6.4299999999999997
2003-03-02-23-00,18.48,178.43000000000001,0.5,-18.469999999999999
2003-03-03-00-00,25.219999999999999,199.18000000000001,-8.2899999999999991,-23.82
2003-03-03-00-59,24.93,217.11000000000001,-15.039999999999999,-19.879999999999999
2003-03-03-02-00,31.68,220.97999999999999,-20.77,-23.91
2003-03-03-03-00,32.560000000000002,220.97999999999999,-21.350000000000001,-24.579999999999998
2003-03-03-03-59,25.809999999999999,209.72999999999999,-12.800000000000001,-22.41
2003-03-03-05-00,21.41,190.38999999999999,-3.8599999999999999,-21.059999999999999
2003-03-03-06-00,22.579999999999998,168.94,4.3300000000000001,-22.16
