,depth,temp,salinity
2008-01-05-08-00,20.0,4.8300000000000001,32.43
2008-01-05-09-00,20.0,4.8899999999999997,32.450000000000003
2008-01-05-09-59,20.0,4.8700000000000001,32.450000000000003
2008-01-05-11-00,20.0,4.8499999999999996,32.439999999999998
2008-01-05-12-00,20.0,4.8399999999999999,32.439999999999998
2008-01-05-12-59,20.0,4.75,32.439999999999998
2008-01-05-14-00,20.0,4.7599999999999998,32.439999999999998
2008-01-05-15-00,20.0,4.79,32.439999999999998
2008-01-05-15-59,20.0,4.9000000000000004,32.460000000000001
2008-01-05-17-00,20.0,4.9500000000000002,32.469999999999999
2008-01-05-18-00,20.0,4.9400000000000004,32.469999999999999
2008-01-05-18-59,20.0,4.96,32.469999999999999
2008-01-05-20-00,20.0,4.9900000000000002,32.469999999999999
2008-01-05-21-00,20.0,4.9500000000000002,32.469999999999999
2008-01-05-21-59,20.0,4.9699999999999998,32.469999999999999
2008-01-05-23-00,20.0,5.0099999999999998,32.479999999999997
2008-01-06-00-00,20.0,4.9699999999999998,32.469999999999999
2008-01-06-00-59,20.0,4.8700000000000001,32.439999999999998
2008-01-06-02-00,20.0,4.9100000000000001,32.450000000000003
2008-01-06-03-00,20.0,4.8899999999999997,32.439999999999998
2008-01-06-03-59,20.0,4.9100000000000001,32.450000000000003
2008-01-06-05-00,20.0,4.9500000000000002,32.469999999999999
2008-01-06-06-00,20.0,5.0099999999999998,32.479999999999997
2008-01-06-06-59,20.0,5.0,32.479999999999997
2008-01-06-08-00,20.0,5.04,32.490000000000002
2008-01-06-09-00,20.0,5.0300000000000002,32.490000000000002
2008-01-06-09-59,20.0,4.9900000000000002,32.469999999999999
2008-01-06-11-00,20.0,5.04,32.490000000000002
2008-01-06-12-00,20.0,5.0499999999999998,32.490000000000002
2008-01-06-12-59,20.0,5.0199999999999996,32.490000000000002
2008-01-06-14-00,20.0,5.0099999999999998,32.479999999999997
2008-01-06-15-00,20.0,5.0599999999999996,32.490000000000002
2008-01-06-15-59,20.0,5.0499999999999998,32.5
2008-01-06-17-00,20.0,5.0499999999999998,32.490000000000002
2008-01-06-18-00,20.0,5.0599999999999996,32.490000000000002
2008-01-06-18-59,20.0,4.9699999999999998,32.479999999999997
2008-01-06-20-00,20.0,5.1799999999999997,32.530000000000001
2008-01-06-21-00,20.0,5.0300000000000002,32.490000000000002
2008-01-06-21-59,20.0,4.9400000000000004,32.460000000000001
2008-01-06-23-00,20.0,4.96,32.469999999999999
2008-01-07-00-00,20.0,4.8899999999999997,32.450000000000003
2008-01-07-00-59,20.0,4.8899999999999997,32.450000000000003
2008-01-07-02-00,20.0,4.8700000000000001,32.450000000000003
2008-01-07-03-00,20.0,4.8899999999999997,32.450000000000003
2008-01-07-03-59,20.0,4.8899999999999997,32.450000000000003
2008-01-07-05-00,20.0,4.8600000000000003,32.439999999999998
2008-01-07-06-00,20.0,4.8600000000000003,32.439999999999998
2008-01-07-06-59,20.0,4.8799999999999999,32.450000000000003
2008-01-07-08-00,20.0,4.9000000000000004,32.460000000000001
2008-01-07-09-00,20.0,4.9000000000000004,32.469999999999999
2008-01-07-09-59,20.0,4.9699999999999998,32.479999999999997
2008-01-07-11-00,20.0,4.9100000000000001,32.469999999999999
2008-01-07-12-00,20.0,4.9900000000000002,32.469999999999999
2008-01-07-12-59,20.0,4.96,32.469999999999999
2008-01-07-14-00,20.0,4.96,32.469999999999999
2008-01-07-15-00,20.0,4.9400000000000004,32.460000000000001
2008-01-07-15-59,20.0,4.9699999999999998,32.469999999999999
2008-01-07-17-00,20.0,4.9699999999999998,32.460000000000001
2008-01-07-18-00,20.0,4.9400000000000004,32.460000000000001
2008-01-07-18-59,20.0,4.9800000000000004,32.460000000000001
2008-01-07-20-00,20.0,5.1699999999999999,32.5
2008-01-07-21-00,20.0,5.0199999999999996,32.460000000000001
2008-01-07-21-59,20.0,4.9299999999999997,32.460000000000001
2008-01-07-23-00,20.0,4.9199999999999999,32.460000000000001
2008-01-08-00-00,20.0,4.8799999999999999,32.450000000000003
2008-01-08-00-59,20.0,4.9400000000000004,32.469999999999999
2008-01-08-02-00,20.0,4.9100000000000001,32.460000000000001
2008-01-08-03-00,20.0,4.8899999999999997,32.460000000000001
2008-01-08-03-59,20.0,4.9299999999999997,32.469999999999999
2008-01-08-05-00,20.0,4.9299999999999997,32.469999999999999
2008-01-08-06-00,20.0,4.8899999999999997,32.460000000000001
2008-01-08-06-59,20.0,4.9000000000000004,32.450000000000003
2008-01-08-08-00,20.0,4.9500000000000002,32.469999999999999
2008-01-08-09-00,20.0,4.9400000000000004,32.469999999999999
2008-01-08-09-59,20.0,4.96,32.469999999999999
2008-01-08-11-00,20.0,4.9500000000000002,32.469999999999999
2008-01-08-12-00,20.0,4.9800000000000004,32.479999999999997
2008-01-08-12-59,20.0,4.9500000000000002,32.469999999999999
2008-01-08-14-00,20.0,4.9500000000000002,32.469999999999999
2008-01-08-15-00,20.0,4.96,32.479999999999997
2008-01-08-15-59,20.0,4.9299999999999997,32.460000000000001
2008-01-08-17-00,20.0,4.9400000000000004,32.460000000000001
2008-01-08-18-00,20.0,4.9400000000000004,32.460000000000001
2008-01-08-18-59,20.0,4.9500000000000002,32.469999999999999
2008-01-08-20-00,20.0,4.9500000000000002,32.469999999999999
2008-01-08-21-00,20.0,4.9500000000000002,32.469999999999999
2008-01-08-21-59,20.0,4.9500000000000002,32.469999999999999
2008-01-08-23-00,20.0,4.9400000000000004,32.460000000000001
2008-01-09-00-00,20.0,4.9400000000000004,32.460000000000001
2008-01-09-00-59,20.0,4.9400000000000004,32.460000000000001
2008-01-09-02-00,20.0,4.9299999999999997,32.460000000000001
2008-01-09-03-00,20.0,4.96,32.469999999999999
2008-01-09-03-59,20.0,4.9400000000000004,32.450000000000003
2008-01-09-05-00,20.0,4.9900000000000002,32.479999999999997
2008-01-09-06-00,20.0,4.9900000000000002,32.479999999999997
2008-01-09-06-59,20.0,5.0,32.479999999999997
2008-01-09-08-00,20.0,5.0899999999999999,32.5
2008-01-09-09-00,20.0,4.9500000000000002,32.450000000000003
2008-01-09-09-59,20.0,4.9400000000000004,32.450000000000003
2008-01-09-11-00,20.0,4.9699999999999998,32.460000000000001
2008-01-09-12-00,20.0,5.0300000000000002,32.479999999999997
2008-01-09-12-59,20.0,5.0300000000000002,32.469999999999999
2008-01-09-14-00,20.0,5.0099999999999998,32.479999999999997
2008-01-09-15-00,20.0,5.1699999999999999,32.549999999999997
2008-01-09-15-59,20.0,5.2000000000000002,32.560000000000002
2008-01-09-17-00,20.0,5.2199999999999998,32.549999999999997
2008-01-09-18-00,20.0,5.2400000000000002,32.57
2008-01-09-18-59,20.0,5.2800000000000002,32.590000000000003
2008-01-09-20-00,20.0,5.3399999999999999,32.619999999999997
2008-01-09-21-00,20.0,5.2400000000000002,32.549999999999997
2008-01-09-21-59,20.0,5.1299999999999999,32.5
2008-01-09-23-00,20.0,5.2199999999999998,32.560000000000002
2008-01-10-00-00,20.0,5.2199999999999998,32.549999999999997
2008-01-10-00-59,20.0,5.3099999999999996,32.609999999999999
2008-01-10-02-00,20.0,5.4299999999999997,32.670000000000002
2008-01-10-03-00,20.0,5.4699999999999998,32.700000000000003
2008-01-10-03-59,20.0,5.4199999999999999,32.670000000000002
2008-01-10-05-00,20.0,5.4199999999999999,32.68
2008-01-10-06-00,20.0,5.3899999999999997,32.670000000000002
2008-01-10-06-59,20.0,5.3499999999999996,32.649999999999999
2008-01-10-08-00,20.0,5.4100000000000001,32.670000000000002
2008-01-10-09-00,20.0,5.2800000000000002,32.619999999999997
2008-01-10-09-59,20.0,5.0700000000000003,32.530000000000001
2008-01-10-11-00,20.0,5.1299999999999999,32.560000000000002
2008-01-10-12-00,20.0,5.1200000000000001,32.549999999999997
2008-01-10-12-59,20.0,5.0499999999999998,32.530000000000001
2008-01-10-14-00,20.0,5.0499999999999998,32.530000000000001
2008-01-10-15-00,20.0,5.0700000000000003,32.530000000000001
2008-01-10-15-59,20.0,5.1699999999999999,32.57
2008-01-10-17-00,20.0,5.1200000000000001,32.560000000000002
2008-01-10-18-00,20.0,5.1100000000000003,32.549999999999997
2008-01-10-18-59,20.0,5.1500000000000004,32.57
2008-01-10-20-00,20.0,5.1200000000000001,32.560000000000002
2008-01-10-21-00,20.0,5.0599999999999996,32.530000000000001
2008-01-10-21-59,20.0,5.0700000000000003,32.539999999999999
2008-01-10-23-00,20.0,5.2300000000000004,32.600000000000001
2008-01-11-00-00,20.0,5.25,32.609999999999999
2008-01-11-00-59,20.0,5.3600000000000003,32.649999999999999
2008-01-11-02-00,20.0,5.1200000000000001,32.560000000000002
2008-01-11-03-00,20.0,5.2699999999999996,32.630000000000003
2008-01-11-03-59,20.0,5.3600000000000003,32.640000000000001
2008-01-11-05-00,20.0,5.1699999999999999,32.57
2008-01-11-06-00,20.0,5.1699999999999999,32.579999999999998
2008-01-11-06-59,20.0,5.1699999999999999,32.579999999999998
2008-01-11-08-00,20.0,5.1600000000000001,32.579999999999998
2008-01-11-09-00,20.0,5.1500000000000004,32.579999999999998
2008-01-11-09-59,20.0,5.1299999999999999,32.560000000000002
2008-01-11-11-00,20.0,5.0899999999999999,32.560000000000002
2008-01-11-12-00,20.0,5.1200000000000001,32.560000000000002
2008-01-11-12-59,20.0,5.1200000000000001,32.560000000000002
2008-01-11-14-00,20.0,5.1100000000000003,32.560000000000002
2008-01-11-15-00,20.0,5.1900000000000004,32.579999999999998
2008-01-11-15-59,20.0,5.1299999999999999,32.560000000000002
2008-01-11-17-00,20.0,5.3200000000000003,32.640000000000001
2008-01-11-18-00,20.0,5.29,32.630000000000003
2008-01-11-18-59,20.0,5.2999999999999998,32.630000000000003
2008-01-11-20-00,20.0,5.2000000000000002,32.530000000000001
2008-01-11-21-00,20.0,5.25,32.609999999999999
2008-01-11-21-59,20.0,5.2000000000000002,32.460000000000001
2008-01-11-23-00,20.0,5.4000000000000004,32.670000000000002
2008-01-12-00-00,20.0,5.2000000000000002,32.560000000000002
2008-01-12-00-59,20.0,5.29,32.619999999999997
2008-01-12-02-00,20.0,5.2300000000000004,32.560000000000002
2008-01-12-03-00,20.0,5.29,32.579999999999998
2008-01-12-03-59,20.0,5.2999999999999998,32.590000000000003
2008-01-12-05-00,20.0,5.3799999999999999,32.619999999999997
2008-01-12-06-00,20.0,5.4299999999999997,32.670000000000002
2008-01-12-06-59,20.0,5.4800000000000004,32.68
2008-01-12-08-00,20.0,5.3600000000000003,32.609999999999999
2008-01-12-09-00,20.0,5.3399999999999999,32.590000000000003
2008-01-12-09-59,20.0,5.3099999999999996,32.579999999999998
2008-01-12-11-00,20.0,5.3499999999999996,32.600000000000001
2008-01-12-12-00,20.0,5.3200000000000003,32.590000000000003
2008-01-12-12-59,20.0,5.2599999999999998,32.560000000000002
2008-01-12-14-00,20.0,5.2800000000000002,32.549999999999997
2008-01-12-15-00,20.0,5.2999999999999998,32.549999999999997
2008-01-12-15-59,20.0,5.4400000000000004,32.640000000000001
2008-01-12-17-00,20.0,5.3300000000000001,32.560000000000002
2008-01-12-18-00,20.0,5.4500000000000002,32.640000000000001
2008-01-12-18-59,20.0,5.4900000000000002,32.670000000000002
2008-01-12-20-00,20.0,5.5199999999999996,32.700000000000003
2008-01-12-21-00,20.0,5.3600000000000003,32.57
2008-01-12-21-59,20.0,5.4000000000000004,32.609999999999999
2008-01-12-23-00,20.0,5.4100000000000001,32.609999999999999
2008-01-13-00-00,20.0,5.3399999999999999,32.57
2008-01-13-00-59,20.0,5.4000000000000004,32.600000000000001
2008-01-13-02-00,20.0,5.3700000000000001,32.579999999999998
2008-01-13-03-00,20.0,5.3200000000000003,32.549999999999997
2008-01-13-03-59,20.0,5.3600000000000003,32.579999999999998
2008-01-13-05-00,20.0,5.3399999999999999,32.57
2008-01-13-06-00,20.0,5.3200000000000003,32.549999999999997
2008-01-13-06-59,20.0,5.3200000000000003,32.530000000000001
2008-01-13-08-00,20.0,5.3700000000000001,32.57
2008-01-13-09-00,20.0,5.3799999999999999,32.579999999999998
2008-01-13-09-59,20.0,5.3600000000000003,32.57
2008-01-13-11-00,20.0,5.54,32.689999999999998
2008-01-13-12-00,20.0,5.25,32.530000000000001
2008-01-13-12-59,20.0,5.1799999999999997,32.520000000000003
2008-01-13-14-00,20.0,5.2400000000000002,32.530000000000001
2008-01-13-15-00,20.0,5.3399999999999999,32.57
2008-01-13-15-59,20.0,5.2300000000000004,32.539999999999999
2008-01-13-17-00,20.0,5.3200000000000003,32.560000000000002
2008-01-13-18-00,20.0,5.29,32.530000000000001
2008-01-13-18-59,20.0,5.4800000000000004,32.630000000000003
2008-01-13-20-00,20.0,5.29,32.539999999999999
2008-01-13-21-00,20.0,5.3799999999999999,32.579999999999998
2008-01-13-21-59,20.0,5.3499999999999996,32.57
2008-01-13-23-00,20.0,5.4299999999999997,32.609999999999999
2008-01-14-00-00,20.0,5.2699999999999996,32.539999999999999
2008-01-14-00-59,20.0,5.3899999999999997,32.579999999999998
2008-01-14-02-00,20.0,5.3399999999999999,32.560000000000002
2008-01-14-03-00,20.0,5.1299999999999999,32.490000000000002
2008-01-14-03-59,20.0,5.1100000000000003,32.490000000000002
2008-01-14-05-00,20.0,5.1299999999999999,32.509999999999998
2008-01-14-06-00,20.0,5.2300000000000004,32.530000000000001
2008-01-14-06-59,20.0,5.2699999999999996,32.539999999999999
2008-01-14-08-00,20.0,5.2699999999999996,32.539999999999999
2008-01-14-09-00,20.0,5.2599999999999998,32.549999999999997
2008-01-14-09-59,20.0,5.2400000000000002,32.539999999999999
2008-01-14-11-00,20.0,5.1900000000000004,32.520000000000003
2008-01-14-12-00,20.0,5.1399999999999997,32.509999999999998
2008-01-14-12-59,20.0,5.3200000000000003,32.579999999999998
2008-01-14-14-00,20.0,5.1699999999999999,32.520000000000003
2008-01-14-15-00,20.0,5.2699999999999996,32.560000000000002
2008-01-14-15-59,20.0,5.2599999999999998,32.560000000000002
2008-01-14-17-00,20.0,5.2800000000000002,32.57
2008-01-14-18-00,20.0,5.29,32.590000000000003
2008-01-14-18-59,20.0,5.3399999999999999,32.630000000000003
2008-01-14-20-00,20.0,5.3799999999999999,32.659999999999997
2008-01-14-21-00,20.0,5.4100000000000001,32.68
2008-01-14-21-59,20.0,5.4199999999999999,32.689999999999998
2008-01-14-23-00,20.0,5.4299999999999997,32.689999999999998
2008-01-15-00-00,20.0,5.4299999999999997,32.689999999999998
2008-01-15-00-59,20.0,5.4199999999999999,32.68
2008-01-15-02-00,20.0,5.4299999999999997,32.689999999999998
2008-01-15-03-00,20.0,5.4299999999999997,32.689999999999998
2008-01-15-03-59,20.0,5.3799999999999999,32.68
2008-01-15-05-00,20.0,5.3399999999999999,32.640000000000001
2008-01-15-06-00,20.0,5.3700000000000001,32.670000000000002
2008-01-15-06-59,20.0,5.3499999999999996,32.670000000000002
2008-01-15-08-00,20.0,5.3600000000000003,32.670000000000002
2008-01-15-09-00,20.0,5.3499999999999996,32.670000000000002
2008-01-15-09-59,20.0,5.3399999999999999,32.659999999999997
2008-01-15-11-00,20.0,5.3499999999999996,32.659999999999997
2008-01-15-12-00,20.0,5.3499999999999996,32.659999999999997
2008-01-15-12-59,20.0,5.3600000000000003,32.659999999999997
2008-01-15-14-00,20.0,5.3499999999999996,32.649999999999999
2008-01-15-15-00,20.0,5.3399999999999999,32.649999999999999
2008-01-15-15-59,20.0,5.3499999999999996,32.649999999999999
2008-01-15-17-00,20.0,5.3499999999999996,32.630000000000003
2008-01-15-18-00,20.0,5.29,32.609999999999999
2008-01-15-18-59,20.0,5.3099999999999996,32.609999999999999
2008-01-15-20-00,20.0,5.3200000000000003,32.619999999999997
2008-01-15-21-00,20.0,5.3399999999999999,32.630000000000003
2008-01-15-21-59,20.0,5.3399999999999999,32.630000000000003
2008-01-15-23-00,20.0,5.0300000000000002,32.210000000000001
2008-01-16-00-00,20.0,5.2699999999999996,32.57
2008-01-16-00-59,20.0,5.2599999999999998,32.579999999999998
2008-01-16-02-00,20.0,5.25,32.539999999999999
2008-01-16-03-00,20.0,5.29,32.590000000000003
2008-01-16-03-59,20.0,5.2300000000000004,32.539999999999999
2008-01-16-05-00,20.0,5.21,32.539999999999999
2008-01-16-06-00,20.0,5.2400000000000002,32.57
2008-01-16-06-59,20.0,5.2400000000000002,32.57
2008-01-16-08-00,20.0,5.2000000000000002,32.560000000000002
2008-01-16-09-00,20.0,5.21,32.579999999999998
2008-01-16-09-59,20.0,5.29,32.600000000000001
2008-01-16-11-00,20.0,5.2800000000000002,32.590000000000003
2008-01-16-12-00,20.0,5.25,32.57
2008-01-16-12-59,20.0,5.1799999999999997,32.520000000000003
2008-01-16-14-00,20.0,5.1200000000000001,32.479999999999997
2008-01-16-15-00,20.0,4.9699999999999998,32.380000000000003
2008-01-16-15-59,20.0,4.79,32.25
2008-01-16-17-00,20.0,4.9900000000000002,32.380000000000003
2008-01-16-18-00,20.0,4.9900000000000002,32.390000000000001
2008-01-16-18-59,20.0,5.0199999999999996,32.409999999999997
2008-01-16-20-00,20.0,5.0099999999999998,32.420000000000002
2008-01-16-21-00,20.0,5.0499999999999998,32.450000000000003
2008-01-16-21-59,20.0,5.0800000000000001,32.490000000000002
2008-01-16-23-00,20.0,5.0499999999999998,32.439999999999998
2008-01-17-00-00,20.0,5.0099999999999998,32.450000000000003
2008-01-17-00-59,20.0,4.9800000000000004,32.420000000000002
2008-01-17-02-00,20.0,4.9100000000000001,32.390000000000001
2008-01-17-03-00,20.0,4.9000000000000004,32.380000000000003
2008-01-17-03-59,20.0,4.9299999999999997,32.380000000000003
2008-01-17-05-00,20.0,4.7699999999999996,32.299999999999997
2008-01-17-06-00,20.0,4.7300000000000004,32.299999999999997
2008-01-17-06-59,20.0,4.7300000000000004,32.289999999999999
2008-01-17-08-00,20.0,4.7999999999999998,32.390000000000001
2008-01-17-09-00,20.0,4.8700000000000001,32.439999999999998
2008-01-17-09-59,20.0,5.0099999999999998,32.460000000000001
2008-01-17-11-00,20.0,4.8200000000000003,32.409999999999997
2008-01-17-12-00,20.0,4.8200000000000003,32.439999999999998
2008-01-17-12-59,20.0,4.7400000000000002,32.380000000000003
2008-01-17-14-00,20.0,4.7999999999999998,32.420000000000002
2008-01-17-15-00,20.0,4.7800000000000002,32.399999999999999
2008-01-17-15-59,20.0,4.7300000000000004,32.380000000000003
2008-01-17-17-00,20.0,4.7599999999999998,32.380000000000003
2008-01-17-18-00,20.0,4.6799999999999997,32.359999999999999
2008-01-17-18-59,20.0,4.7400000000000002,32.380000000000003
2008-01-17-20-00,20.0,4.6900000000000004,32.390000000000001
2008-01-17-21-00,20.0,4.6600000000000001,32.359999999999999
2008-01-17-21-59,20.0,4.6900000000000004,32.359999999999999
2008-01-17-23-00,20.0,4.7000000000000002,32.369999999999997
2008-01-18-00-00,20.0,4.7000000000000002,32.369999999999997
2008-01-18-00-59,20.0,4.7000000000000002,32.399999999999999
2008-01-18-02-00,20.0,4.71,32.390000000000001
2008-01-18-03-00,20.0,4.71,32.390000000000001
2008-01-18-03-59,20.0,4.7000000000000002,32.390000000000001
2008-01-18-05-00,20.0,4.71,32.390000000000001
2008-01-18-06-00,20.0,4.71,32.390000000000001
2008-01-18-06-59,20.0,4.8300000000000001,32.390000000000001
2008-01-18-08-00,20.0,4.7400000000000002,32.32
2008-01-18-09-00,20.0,4.8399999999999999,32.399999999999999
2008-01-18-09-59,20.0,4.7699999999999996,32.390000000000001
2008-01-18-11-00,20.0,4.7800000000000002,32.329999999999998
2008-01-18-12-00,20.0,4.7300000000000004,32.380000000000003
2008-01-18-12-59,20.0,4.7800000000000002,32.409999999999997
2008-01-18-14-00,20.0,4.7800000000000002,32.409999999999997
2008-01-18-15-00,20.0,4.7699999999999996,32.43
2008-01-18-15-59,20.0,4.8099999999999996,32.469999999999999
2008-01-18-17-00,20.0,4.7800000000000002,32.369999999999997
2008-01-18-18-00,20.0,4.7699999999999996,32.43
2008-01-18-18-59,20.0,4.79,32.439999999999998
2008-01-18-20-00,20.0,4.7800000000000002,32.43
2008-01-18-21-00,20.0,4.8099999999999996,32.460000000000001
2008-01-18-21-59,20.0,4.8399999999999999,32.479999999999997
2008-01-18-23-00,20.0,4.5899999999999999,32.43
2008-01-19-00-00,20.0,4.5800000000000001,32.460000000000001
2008-01-19-00-59,20.0,4.5999999999999996,32.469999999999999
2008-01-19-02-00,20.0,4.5899999999999999,32.469999999999999
2008-01-19-03-00,20.0,4.5899999999999999,32.469999999999999
2008-01-19-03-59,20.0,4.5700000000000003,32.450000000000003
2008-01-19-05-00,20.0,4.8399999999999999,32.479999999999997
2008-01-19-06-00,20.0,4.8600000000000003,32.479999999999997
2008-01-19-06-59,20.0,4.8200000000000003,32.460000000000001
2008-01-19-08-00,20.0,4.4800000000000004,32.18
2008-01-19-09-00,20.0,4.46,32.219999999999999
2008-01-19-09-59,20.0,4.4100000000000001,32.210000000000001
2008-01-19-11-00,20.0,4.3300000000000001,32.200000000000003
2008-01-19-12-00,20.0,4.5,32.350000000000001
2008-01-19-12-59,20.0,4.5700000000000003,32.420000000000002
2008-01-19-14-00,20.0,4.6299999999999999,32.43
2008-01-19-15-00,20.0,4.6699999999999999,32.450000000000003
2008-01-19-15-59,20.0,4.6900000000000004,32.409999999999997
2008-01-19-17-00,20.0,4.7999999999999998,32.460000000000001
2008-01-19-18-00,20.0,5.1200000000000001,32.5
